id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12339,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12340,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""有鑑於人才是競爭力的根本，聯發科技於 2001 年成立聯發科技教育基金會，核心理念是「以知識驅動更好的未來」，"",""evidence_status"":""Yes"",""evidence_str"":""運作機制建立在社會創新、科技扎根、人才培育和公益及社會參與四大行動主軸之上，採用「改變理論」(Theory of Change) 作為策略工具，系統性地規劃和評估各項計畫的投入、活動、產出、成效和長期影響，以確保資源能得到最有效的利用，並能夠持續最佳化執行效益。聯發科技的在地實踐佈局涵蓋廣泛，從國小到大學、從偏鄉到都市、從地方到中央政府，甚至延伸至學術研究機構。透過指標型計畫如「智在家鄉」、「STEM 造課師計畫」和「Girls! TECH Action」等，聯發科技積極回應臺灣科技人才不足的挑戰，致力於於培育多元且具創新能力的科技人才。這些計畫不僅僅激發了全臺各地運用數位科技解決社會問題的創意，更重要的是，它們著重於縮"
12341,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""我們也期望與新創團隊合作，希望能結合日月的力量，共同實踐環境保護，共創永續影響力。"",""evidence_status"":""Yes"",""evidence_str"":""日月光投控舉辦第三屆永續創新競賽，藉由競賽形式徵集具前瞻性的提案，以實質合作夥伴關係，支持新創團隊，共同實踐低碳使命、循環再生、社會共融、價值共創等永續價值。本次競賽聚焦「綠能低碳」、「循環經濟」兩大主題，透過獎金實質支持新創團隊，並提供入圍決選的 6 組團隊培力課程，進行商業輔導與育成，協助團隊完善其提案與商務模式，培養可持續性合作的創新夥伴。""}<end_of_turn>
<eos>"
12342,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""華南銀行每年以 ISO 50001 系統管理全行能源使用效率，並針對耗能熱區及老舊設備進行節能改善，設定以節電 30% 以上為目標， ｜ 未來將再加速改善。"",""evidence_status"":""Yes"",""evidence_str"":""2024 年共進行 20 家分行改善，經改善之分行節電約 60 餘萬元，""}<end_of_turn>
<eos>"
12343,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為建立授信人員 ESG、氣候變遷及淨零碳排之基本概念，培養其獨立輔導中小企業淨零轉型診斷及與企業洽談淨零融資方案能力，"",""evidence_status"":""Yes"",""evidence_str"":""由台經院及 KPMG 專家團隊舉辦「淨零學堂」教育訓練，對華南銀行營業單位授信主管及人員授課，2024 年共舉辦北、中、南合計 6 場次內部說明會。""}<end_of_turn>
<eos>"
12344,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12345,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""因應永續發展趨勢、氣候變遷轉型及產業變化需求，本行配合主管機關推動永續金融證照規劃，"",""evidence_status"":""Yes"",""evidence_str"":""於 2024 年公告「永續證照補助早鳥專案」，鼓勵在職同仁參加「永續發展基礎能力測驗」並取得認證。本年度通過測驗取得合格證書者共 399 人，占全體員工人數比率達 13.81%。""}<end_of_turn>
<eos>"
12346,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為強化於食品安全的管控能力，我們持續透過投入經費、購入設備與增進檢驗項目以加強檢驗能力。"",""evidence_status"":""Yes"",""evidence_str"":""我們持續透過投入經費、購入設備與增進檢驗項目以加強檢驗能力。 ｜ 各實驗室積極取得 TFDA (台灣食品藥物管理署認證實驗室) 及 TAF (財團法人全國認證基金會) 認證，""}<end_of_turn>
<eos>"
12347,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""承諾積極參與相關倡議和行動，達成聯合國 2030 年「扭轉生物多樣性流失」里程碑，與 2050 年「人與自然和諧共存」願景。"",""evidence_status"":""Yes"",""evidence_str"":""2023 年 6 月簽署「生物多樣性暨不毀林承諾」，將帶領供應鏈（含一階供應商及非一階供應商）及合作夥伴，共同維持及促進生物多樣性，避免各種類毀林活動，並進一步推動林地復育，落實 UN SDGs 第 6、12、13、14、15 項目標。""}<end_of_turn>
<eos>"
12348,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12349,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12350,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為確保法規遵循落實，緯穎科技持續追蹤國內外政策與法令變化，並及時修訂相關規章，以深化遵法內控文化與管理效益。"",""evidence_status"":""Yes"",""evidence_str"":""法令遵循同時也是內部控制重點之一，本公司每年進行查核，監測風險與監理趨勢。  2024 年並無重大違規（單筆罰款超 50 萬新台幣），僅三起罰款，合計 50.5 萬，其中最大為 46.5 萬，係因馬來西亞廠區貨車停車格未依當地法規設置所致。此外，2024 年度亦無涉及反競爭行為、反托拉斯或壟斷行為、內線交易、洗錢等法律訴訟或處分紀錄。  除法令遵循外，本公司成立「RBA 管理委員會」，並發布「緯穎科技責任商業聯盟行為準則承諾書」，支持與鼓勵第一層供應商遵循共同規範；並導入一系列管理系統，如 ISO22301:2"
12351,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12352,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""我們攜手全球客戶建立有意義的夥伴關係，發展永續技術藍圖，開發能源效率更高的產品，驅動美好社會。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12353,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12354,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""公司透過公正第三方檢驗個資隱私管理之有效性，如維持ISO27001「資訊安全管理制度」、BS 10012及ISO/IEC 29100「隱私保護」證書持續有效，融入企業經營流程，持續改善安全機制，例如：推動資通安全維護計畫等；擴大個資管理範圍並取得國際最新隱私保護標準-ISO27701「個人資料隱私管理系統」，提升資訊隱私與安全水準。"",""evidence_status"":""Yes"",""evidence_str"":""發現有個人資料與隱私侵害事件發生時，即啟動事件通報作業，由專責小組針對事件發生詳情進行瞭解並擬定應變方案，經權責主管核准後實行，再召開事後檢討會議，討論並擬定事件未來預防機制，呈至資通訊暨個資隱私安全委員會核准後施行。""}<end_of_turn>
<eos>"
12355,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12356,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""緯創除了提供優於法規的員工健康檢查福利之外，同時進行後續的追蹤管理與改善方案。"",""evidence_status"":""Yes"",""evidence_str"":""隨著每年健檢人數的增加，如何更有效率的幫助員工，即早發現可能的疾病，為主要要面臨的挑戰。因此，緯創透過建置 E 化「內部健康照護平台」的雲端系統，定期匯入健檢資料，建立完整的健檢數據資料庫，搭配上百項健康異常風險指標，完成自動化的分析與匹配處理，一次照護近萬名同仁的身體健康。""}<end_of_turn>
<eos>"
12357,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""公司積極提升產能規模，機台自動化程度，以創造獲利成長。"",""evidence_status"":""Yes"",""evidence_str"":""2024 年人才招募管道：人力銀行、校園徵才、員工推薦、政府就服站、就業博覽會、廠外紅布條、獵人頭公司、大學院校合作、線上徵才、內部徵才…等；持續鎖定招募有相關理工背景或是跨領域整合能力的頂尖人才，開發更高階規格鏡頭，加上裝載鏡頭數逐漸增加，""}<end_of_turn>
<eos>"
12358,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12359,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""透過各界攜手合作，不僅改善河川環境、維護當地生態平衡，更從環境教育著手，從小培養孩子們的環境保育意識。"",""evidence_status"":""Yes"",""evidence_str"":""2024 濁水溪白蛤季的舉辦，不僅吸引在地觀光人潮，更帶動地方經濟成長，讓社區共享發展機會，凝聚在地共識，為未來的環境保護與區域永續發展奠定堅實而穩固的基礎。""}<end_of_turn>
<eos>"
12360,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為吸引和留住人才，世芯電子提供完善的福利措施，期望能提升員工士氣和工作效率。 ｜ 為持續以實際行動回饋員工， ｜ 期能以公司優質的福利措施吸引人才、提升公司的聲譽和競爭力。"",""evidence_status"":""Yes"",""evidence_str"":""世芯電子提供優於法令的休假制度，包括每年額外的 3 天彈性假、聖誕節假期、3 天全薪病假及依年資差異提供優於勞基法之扣薪病假（年資滿 8 年及以上者，病假為全額給薪）。 ｜ 2024 年公司提升福委會年節禮金發放金額，傳達公司對同仁付出的肯定與感謝，也讓同仁在節慶時能感受到公司的關心與重視。 ｜ 若引薦成功並通過試用期成為正職工程師或管理階層人員即提供獎金新臺幣 2 萬元；若為非工程師或非管理階層人員則提供獎金新臺幣 8 千元，"""
12361,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12362,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12363,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""廣達持續強化氣候韌性佈局，並在全球營運據點推動能源效率與水資源管理。 ｜ 展望未來，廣達將整合全球資源，深化永續治理，邁向兼具國際競爭力與環境責任的營運模式。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12364,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""台達承諾將在 2030 年前，台達全球能源管理範疇的營運與生產據點提供充電樁設施，並將公司車改為純電動車以及氫燃料車等電動車，減少交通碳排，力行「環保 節能 愛地球」。"",""evidence_status"":""Yes"",""evidence_str"":""台達 2018 年加入 EV100 低碳運輸倡議，成為全球第一家可提供電動車能源基礎設施的 EV100 會員，與來自各國的永續領導企業和組織共同響應低碳運輸。""}<end_of_turn>
<eos>"
12365,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""中華電信支持「UN SDGs 12 負責任的消費和生產」，以及我國「5+2」產業創新政策中的循環經濟推動方案，積極推動循環經濟的轉型。 ｜ 我們承諾遵循優於國內外的 5R 原則，並落實到產品服務中，於 2024 年規劃及發展「用戶終端設備服務」循環經濟指引，以公司產品服務系統循環商業模式，符合 BS 8001:2017 之要求，在 2024 年 12 月 19 日取得最高成熟度 (Level Optimizing) 第四級標準。 ｜ 持續優化與改善「用戶終端設備 (CPE) 回收與再製」循環經濟模式，以持續擴大循環經濟的執行成效為目標，帶領上下游產業鏈一同邁向循環經濟轉型。"",""evidence_status"":""Yes"",""evidence_str"":""2021 年導入 BS 8001 循環經濟查核證書的電信業者。 ｜ 於 2024 年規劃及"
12366,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""期許從最高治理階層到基層員工，皆齊心投入永續行動。"",""evidence_status"":""Yes"",""evidence_str"":""設有董事會層級的企業永續委員會，由企業永續辦公室擔任推展專責單位。 ｜ 台新率先制定集團層級的永續金融政策及設定積極的脫碳政策，並以「台灣 2050 淨零排放路徑」為藍圖，導入國際財務報導揭露準則 (IFRS) 的 S1 及 S2 指引，""}<end_of_turn>
<eos>"
12367,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為達成 2030 年聯發科技集團辦公室全面使用再生能源，以及 2050 年淨零排放目標，"",""evidence_status"":""Yes"",""evidence_str"":""我們也於 2024 年首度簽署再生能源購電合約；同時，透過產業影響力，與供應鏈夥伴們從邊緣到雲端的跨平台產品及服務推進綠色能源的採用，達成我們對環境永續的承諾。""}<end_of_turn>
<eos>"
12368,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""台積公司矢志驅動技術創新、推動低碳轉型、實踐環境永續，支持客戶實現永續發展，並與供應鏈攜手合作擴散綠色製造影響力，引領創建環境共榮。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12369,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12370,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""與客戶多次實體會議溝通研華永續發展路徑及產品減碳成果，成為客戶的永續首選。研華並致力於永續智能解決產品的開發及落地，期許產品可帶來減緩氣候變遷、應對氣候調適的正面效果。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12371,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12372,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""長榮航空呼應此國際趨勢於 2021 年 11 月正式宣示「2050 年淨零碳排放」，達成範疇一及範疇二至少 90% 碳排放減量，並以碳抵銷等方式完成剩餘碳排放減量。 ｜ 未來將持續追蹤減碳成果，確保達成目標。"",""evidence_status"":""Yes"",""evidence_str"":""我們於 2022 年 6 月簽署加入科學基礎減碳目標倡議 (Science Based Targets initiative, SBTi)，依循航空部門方法學設定近期目標 (Near-term Target)，並於 2024 年 6 月正式審核通過，設定於 2031 年達成航空燃油範疇一及範疇三碳排放強度相較於 2019 年降低 40%，""}<end_of_turn>
<eos>"
12373,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""達到推廣綠色金融及永續發展目標。"",""evidence_status"":""Yes"",""evidence_str"":""華南銀行於 2023 年 2 月 20 日推出「綠色環保貸」，提供民眾購置節能省水產品、電動汽機車、太陽能設備或以綠建材裝修等綠色授信用途之信貸專案。審查流程上，除綠色支出部分應特別區隔以避免漂綠外，尚須進一步審查檢附之相關證明文件，如購置綠色產品之估價單、訂金單據、發票收據、報價單、買賣契約等，以利核實是否為綠色支出範疇，""}<end_of_turn>
<eos>"
12374,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""本公司因屬一貫作業鋼廠，產業特性使應徵員工本就男性多過女性，雖存在男女性員工比例差距，然本公司持續努力打造多元化職場，"",""evidence_status"":""Yes"",""evidence_str"":""女性員工於非生產單位 ( 包含行政、財務、企劃等 ) 占比約 29.77%。""}<end_of_turn>
<eos>"
12375,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""2025 年遠傳電信將深入各項永續管理議題，期待藉由遠傳的影響力，以九大重點打造永續韌性供應鏈，並完成各項永續管理工作。"",""evidence_status"":""Yes"",""evidence_str"":""- 提升供應鏈碳盤查一級數據比例  導入最新國際指引 Pathfinder V2 設定供應鏈 Primary Data Share 及 Data Quality 評估。加強關鍵 Tier 供應商管理，提高數據收集自動化程度    - 建置供應商永續盡職調查數位評鑑儀表板  導入供應商多類別 / 永續多議題數位評鑑系統，全面監測供應鏈永續風險    - 2025 供應鏈 ESG 報告編輯  發佈新年度供應鏈永續報告書    - 供應鏈韌性能力改善  以 QCDDSS 六大面向精準輔導改善供應鏈韌性能力    - 強化供應鏈減碳作為  以永續金融 / 數位能力 / 綠能開發三大工具依供應商不同能力輔導減碳作為    - 擴大遠傳永"
12376,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""長期目標：從 2030 年至 2050 年，相較於 2022 年基準年，維持範疇一和範疇二溫室氣體絕對排放減少 90% 的水平，範疇三溫室氣體絕對排放量減少 90%。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12377,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""定期規劃舉辦風險管理相關訓練："",""evidence_status"":""Yes"",""evidence_str"":""風管推動委員會定期對董事會以及全體員工安排進修課程，以提升風險管理意識與能力，2025 年 7 月 30 日 擬為董事安排「當前全球經濟情勢與企業風險因應」課程，亦對所有員工舉辦風險管理意識相關課程，提升全體員工的風險管理意識與能力；各單位定期舉辦風險相關通識課程，包含安全管理、資訊安全、工業安全、職業安全、反賄賂管理系統…等，法務亦辦理如智慧財產管理訓練、專利訓練課程、反壟斷與托拉斯法等專業課程，強化第一線事業單位在各營運層面的風險意識；另產品開發階段將風險納入考量：研發單位在設計產品過程階段搜尋有無可能的智財侵權疑慮，公司亦有 IP 專利工程師協助確認。針對新制度、新準則及新議題導入，如「國際財務報導準則第 S1 號」、「國際財務報導準則第 S"
12378,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""合庫積極培養全方位國際人才，其中儲備菁英培訓計畫是合庫最重視的人才培育項目之一。"",""evidence_status"":""Yes"",""evidence_str"":""合庫銀行自 2011 年起開辦儲備菁英計畫，透過紮實的專業知識課程，輔以輪調學習核心業務，已培育逾 320 名菁英人員，近年對外招募名額也逐步增加，希望延攬具國內外碩士以上學歷、英文程度達中高級以上、不限科系背景之人才，藉此活化組織，培育國際性銀行接班人才。截至 2024 年，已有 171 人（53.43%）完成培訓調派至總行或海外分行。""}<end_of_turn>
<eos>"
12379,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為實施全方位人才養成政策，本公司鼓勵員工於同一職位累積兩三年能力後，擴展跨單位的工作經驗，甚至挑戰海外工作，以開發全面的才能。"",""evidence_status"":""Yes"",""evidence_str"":""2024年本公司持續推動員工輪調制度，視為公司人才培養的關鍵，並提供共計23人之隨船見習機會，以擴展員工對產業鏈及營運現場之理解。 ｜ 2024年本公司持續推動員工輪調制度，視為公司人才培養的關鍵，並提供""}<end_of_turn>
<eos>"
12380,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""研華各廠持續探討各種節水的可能性，"",""evidence_status"":""Yes"",""evidence_str"":""在員工活動區域，透過雨水回收系統供廁所沖水、園區澆灌，並採用智慧澆灌系統進行節水，除了使用省水水龍頭與省水馬桶外，員工年度必須接受節約水資源相關觀念之環境責任教育訓練，藉此將節水觀念植入研華人文化中。在台灣廠區使用之冰水主機，以執行智能控溫，來準確控制作業區域的溫、溼度，避免不必要的水資源浪費，台灣廠區 2024 年總用水量相較 2023 年下降約 4,666 立方公尺。而中國昆山廠區因面臨的水資源風險高於其他廠區，從 2022 年起昆山廠持續導入中水回用以及溢流水回用等專案，盡可能將製程中的廢水經過回收設備回到工廠再次使用，以降低廠區對自來水的依賴。昆山廠"
12381,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""設置風險管理委員會分類各項風險、訂定管理方針。"",""evidence_status"":""Yes"",""evidence_str"":""2023 年 11 月統一超商董事會決議通過，成立「風險暨資安管理委員會」，而原設立於「永續發展委員會」轄下之「資通安全委員會」及「風險管理委員會」將同步移至「風險暨資安管理委員會」轄下，""}<end_of_turn>
<eos>"
12382,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""強化風險應對能力與提升整體永續績效表現， ｜ 持續推動永續治理策略向前邁進，打造更具應變力與價值導向的營運模式。"",""evidence_status"":""Yes"",""evidence_str"":""廣達依據評估結果制定具體預案，並據以擬定2025年度營運管理六大方針，聚焦風險預防、組織動能建構與資訊治理升級，""}<end_of_turn>
<eos>"
12383,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""未來，華南的永續發展策略將以強化自身營運體質、追求獲利持續成長，期使股東獲得穩定報酬外，亦關注 ESG 議題之變化，將經營視野擴及到未來的機會及風險，為永續發展的企業體質奠定穩固基礎。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12384,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""我們更積極運用科技創新之核心能力，藉由跨界整合，由「知識的普及」擴展到「知識與科技的創新應用」，與社會分享創新科技所帶來的好處，讓更多人受惠於科技普及所帶來的機會，驅動更美好的未來。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12385,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""持續關注各國法規趨勢、環保公約以及客戶端要求，針對即將納入管制的化學物質提前管控與因應，並主動要求供應鏈揭露相關成分，並提前評估替代材料與技術，以逐步減少此類物質的使用。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12386,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12387,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12388,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""未來更計畫於迦納擴產。"",""evidence_status"":""Yes"",""evidence_str"":""CIMPOR持續於歐非的營運據點評估新黏土資源潛力，並與C5Lab及西班牙Instituto Eduardo Torroja等機構合作，持續優化煅燒黏土水泥的性能與應用。""}<end_of_turn>
<eos>"
12389,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""統一企業以建構安全舒適、健康衛生的工作環境，保障全體員工生命安全為公司的工安管理原則，同時秉持「尊重生命、工安紀律、風險管理、稽核輔導、績效管理、工安文化、溝通機制、持續改善」之工安政策，以達成「工安零災害」目標。"",""evidence_status"":""Yes"",""evidence_str"":""我們對員工的安全與衛生十分重視，從員工上下班的交通安全、雇用前的體格檢查及年度定期健康檢查、安全教育的宣導、機械設備的保養與維護、防護具守則等，都有完善的規範並落實實施，以此全面提升安全品質並打造安全及舒適的工作環境。""}<end_of_turn>
<eos>"
12390,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12391,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為確認製程安全管理執行狀況，"",""evidence_status"":""Yes"",""evidence_str"":""2023 年起以 5 年一週轉委託外部機構完成各單位符合度稽核，2024 年度計完成 4 廠處稽核 ( 每廠 3 日 )，符合度平均達 95.36%。""}<end_of_turn>
<eos>"
12392,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""以生產 75 種 6,000 株苗木為目標， ｜ 公司亦已在 ESG 官網上揭露不毀林承諾，以實踐企業承諾。"",""evidence_status"":""Yes"",""evidence_str"":""研華贊助台灣山林復育協會「臺中大肚臺地生態造林計畫」， ｜ 種類需涵蓋 70% 以上之臺中濱海與淺山原生樹種，生產之苗木提供台中市政府森林復育植樹使用，並以公益為目的，提供相關公部門生態造林之所需。支持經費將用於苗木採種、在地原生種苗木培育、山林生態教育、樹苗生長監測。預估此支持計畫可共計植樹 0.8 公頃，可吸存 1.76 公噸的碳。""}<end_of_turn>
<eos>"
12393,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""亦建置太陽光電發電系統產生零碳再生能源供自廠使用，民國 113 年啟動為期 3 年的「既有廠區再生能源設置最大化專案」，於既有廠區的辦公樓屋頂、停車塔、地面停車場等區域設置太陽光電系統，預計可增設超過 2,600 峰瓩的發電量。"",""evidence_status"":""Yes"",""evidence_str"":""民國 113 年太陽板裝置容量達 1 萬 5,912 峰瓩，全公司再生能源總發電量約 727 萬度，減碳 3,591 公噸。此外，為提升汰役的太陽光電模組回收價值，晶圓十八廠第 4 期辦公樓屋頂及第 8 期廠區汽機車停車棚首次採用工研院開發的「新型易拆解循環太陽光電模組」，可完整提取高純度的銀、矽晶片與玻璃板，增加資源回收效益並友善環境。""}<end"
12394,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""未來亦將依循營運持續管理之國際標準 ISO 22301 與最佳實務，持續精進與深化營運持續管理體系，及培育相關人才，以期於風險事件發生時能迅速反應、減輕公司損害，維持與回復關鍵業務之營運能力，展現企業韌性以落實永續經營。"",""evidence_status"":""Yes"",""evidence_str"":""本公司基於董事會核定之「營運持續管理政策」所揭示維護人員安全、保障客戶權益的承諾，""}<end_of_turn>
<eos>"
12395,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""統一超商門市數量眾多、分布廣泛，深知自身在剩食與廢棄物管理上的責任，並積極推動相關管理措施，以降低環境影響。"",""evidence_status"":""Yes"",""evidence_str"":""便利商店的服務型態所產生的廢棄物管理，不僅攸關環境保護相關議題，更與門市的服務與營運效率息息相關，因此統一超商制定《廢棄物及剩食管理政策》，並規劃中長期目標、管理策略與減量行動，以有效管理營運所產生的廢棄物，落實永續發展承諾。""}<end_of_turn>
<eos>"
12396,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""訂定多元減碳路徑圖,"",""evidence_status"":""Yes"",""evidence_str"":""建置碳盤查系統及碳權管理系統等, 更於 113 年訂定溫室氣體減量獎勵要點, 鼓勵同仁提出與執行具實質可行性的減碳行動方案並給予獎勵, 提升全體員工推動意願建立減碳意識, 形塑綠色低碳文化。""}<end_of_turn>
<eos>"
12397,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""預計民國 114 年推廣至其他海外廠區。"",""evidence_status"":""Yes"",""evidence_str"":""為支持海外派駐、出差、受訓員工的健康需求，台積公司因應各地文化、醫療習慣及就醫便利性打造全新的全球健康網絡，民國 113 年第 4 季建立「海外派任員工健康管理小組」，連結海內外各廠區健康中心、公司團體保險、合作醫院及國際醫療援助專業機構資源，提供員工各類健檢與健康管理追蹤服務，並 24 小時協助同仁及眷屬海外就醫及後續關懷。因應日本醫療分級嚴謹與語言差異，海外派任員工健康管理小位於 JASM 舉辦 4 場說明會，協助同仁瞭解並善用公司提供的健康醫療資源，確保在需要時獲得適切支援。民國 113 年，在海外派任員工健康管理小組、JASM 健康中心與國際醫療援助專業機構合作下，成功協助派駐日本同仁於當地接受治療並復工；總部"
12398,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為在全臺各角落落實現金金融保險教育、達成金融普惠願景，"",""evidence_status"":""Yes"",""evidence_str"":""本公司亦與銘傳大學風險管理與保險學系合作前往金門樂齡中心、新北金山高中、八里聖心女中，及三重商工新住民學習中心，由本公司績優業務同仁及銘傳大學研究所同學帶領活動，向樂齡族、偏鄉高中學生及新住民族群進行防詐與保險觀念宣講，共執行 7 場活動、約 230 人參與，滿意度達 91%。""}<end_of_turn>
<eos>"
12399,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""期盼能提升員工對於世代多樣性的認知，並在公司內部營造更緊密的世代聯繫。"",""evidence_status"":""Yes"",""evidence_str"":""2023 年在總部成立— I-Connect (Intergeneration Connect) 跨世代員工社群，旨在搭建一個溝通和學習的平臺，促進不同年齡層員工之間的交流。I-Connect 的成立，不僅體現了我們對世代多樣性的重視，更是推動正向合作與創新的重要一步。""}<end_of_turn>
<eos>"
