id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12312,Yes,1,yes,soft_vote,score_no=0.00005519;score_yes=0.99994478;n_members=5
12313,Yes,1,yes,soft_vote,score_no=0.00019986;score_yes=0.99980011;n_members=5
12314,Yes,1,yes,soft_vote,score_no=0.00008932;score_yes=0.99991068;n_members=5
12315,Yes,1,yes,soft_vote,score_no=0.00010385;score_yes=0.99989615;n_members=5
12316,Yes,1,yes,soft_vote,score_no=0.00001270;score_yes=0.99998732;n_members=5
12317,No,0,yes,soft_vote,score_no=0.99615958;score_yes=0.00384040;n_members=5
12318,Yes,1,yes,soft_vote,score_no=0.00003178;score_yes=0.99996822;n_members=5
12319,Yes,1,yes,soft_vote,score_no=0.00008964;score_yes=0.99991033;n_members=5
12320,Yes,1,yes,soft_vote,score_no=0.29272095;score_yes=0.70727907;n_members=5
12321,No,0,yes,soft_vote,score_no=0.99159362;score_yes=0.00840635;n_members=5
12322,Yes,1,yes,soft_vote,score_no=0.00035919;score_yes=0.99964080;n_members=5
12323,Yes,1,yes,soft_vote,score_no=0.12724602;score_yes=0.87275399;n_members=5
12324,Yes,1,yes,soft_vote,score_no=0.00070856;score_yes=0.99929142;n_members=5
12325,Yes,1,yes,soft_vote,score_no=0.00012923;score_yes=0.99987077;n_members=5
12326,Yes,1,yes,soft_vote,score_no=0.00001767;score_yes=0.99998231;n_members=5
12327,Yes,1,yes,soft_vote,score_no=0.00052619;score_yes=0.99947381;n_members=5
12328,Yes,1,yes,soft_vote,score_no=0.00001970;score_yes=0.99998031;n_members=5
12329,Yes,1,yes,soft_vote,score_no=0.00002444;score_yes=0.99997554;n_members=5
12330,Yes,1,yes,soft_vote,score_no=0.00001937;score_yes=0.99998064;n_members=5
12331,Yes,1,yes,soft_vote,score_no=0.00093297;score_yes=0.99906705;n_members=5
12332,No,0,yes,soft_vote,score_no=0.54262168;score_yes=0.45737832;n_members=5
12333,Yes,1,yes,soft_vote,score_no=0.00004225;score_yes=0.99995775;n_members=5
12334,Yes,1,yes,soft_vote,score_no=0.00003832;score_yes=0.99996166;n_members=5
12335,Yes,1,yes,soft_vote,score_no=0.43866977;score_yes=0.56133022;n_members=5
12336,Yes,1,yes,soft_vote,score_no=0.00000907;score_yes=0.99999092;n_members=5
12337,Yes,1,yes,soft_vote,score_no=0.00003467;score_yes=0.99996533;n_members=5
12338,Yes,1,yes,soft_vote,score_no=0.00000839;score_yes=0.99999161;n_members=5
12339,Yes,1,yes,soft_vote,score_no=0.00006918;score_yes=0.99993082;n_members=5
12340,Yes,1,yes,soft_vote,score_no=0.00001544;score_yes=0.99998460;n_members=5
12341,Yes,1,yes,soft_vote,score_no=0.00003716;score_yes=0.99996283;n_members=5
12342,Yes,1,yes,soft_vote,score_no=0.00001346;score_yes=0.99998653;n_members=5
12343,Yes,1,yes,soft_vote,score_no=0.00000755;score_yes=0.99999244;n_members=5
12344,No,0,yes,soft_vote,score_no=0.92738462;score_yes=0.07261537;n_members=5
12345,Yes,1,yes,soft_vote,score_no=0.00001188;score_yes=0.99998813;n_members=5
12346,Yes,1,yes,soft_vote,score_no=0.00002687;score_yes=0.99997315;n_members=5
12347,Yes,1,yes,soft_vote,score_no=0.00007876;score_yes=0.99992121;n_members=5
12348,Yes,1,yes,soft_vote,score_no=0.00109901;score_yes=0.99890100;n_members=5
12349,Yes,1,yes,soft_vote,score_no=0.01344913;score_yes=0.98655087;n_members=5
12350,Yes,1,yes,soft_vote,score_no=0.00001714;score_yes=0.99998286;n_members=5
12351,Yes,1,yes,soft_vote,score_no=0.00004148;score_yes=0.99995852;n_members=5
12352,No,0,yes,soft_vote,score_no=0.99995758;score_yes=0.00004241;n_members=5
12353,Yes,1,yes,soft_vote,score_no=0.00007638;score_yes=0.99992362;n_members=5
12354,Yes,1,yes,soft_vote,score_no=0.00001779;score_yes=0.99998221;n_members=5
12355,Yes,1,yes,soft_vote,score_no=0.00001845;score_yes=0.99998155;n_members=5
12356,Yes,1,yes,soft_vote,score_no=0.00002433;score_yes=0.99997566;n_members=5
12357,Yes,1,yes,soft_vote,score_no=0.39318811;score_yes=0.60681191;n_members=5
12358,Yes,1,yes,soft_vote,score_no=0.00075466;score_yes=0.99924534;n_members=5
12359,No,0,yes,soft_vote,score_no=0.53662111;score_yes=0.46337887;n_members=5
12360,Yes,1,yes,soft_vote,score_no=0.00001535;score_yes=0.99998465;n_members=5
12361,Yes,1,yes,soft_vote,score_no=0.00001693;score_yes=0.99998307;n_members=5
12362,Yes,1,yes,soft_vote,score_no=0.01341103;score_yes=0.98658897;n_members=5
12363,No,0,yes,soft_vote,score_no=0.95164852;score_yes=0.04835149;n_members=5
12364,Yes,1,yes,soft_vote,score_no=0.01417176;score_yes=0.98582824;n_members=5
12365,Yes,1,yes,soft_vote,score_no=0.00001273;score_yes=0.99998727;n_members=5
12366,Yes,1,yes,soft_vote,score_no=0.00002246;score_yes=0.99997752;n_members=5
12367,Yes,1,yes,soft_vote,score_no=0.04140941;score_yes=0.95859056;n_members=5
12368,No,0,yes,soft_vote,score_no=0.99995706;score_yes=0.00004292;n_members=5
12369,Yes,1,yes,soft_vote,score_no=0.22817043;score_yes=0.77182958;n_members=5
12370,No,0,yes,soft_vote,score_no=0.75263912;score_yes=0.24736086;n_members=5
12371,Yes,1,yes,soft_vote,score_no=0.00002840;score_yes=0.99997160;n_members=5
12372,Yes,1,yes,soft_vote,score_no=0.00026134;score_yes=0.99973868;n_members=5
12373,Yes,1,yes,soft_vote,score_no=0.00025317;score_yes=0.99974684;n_members=5
12374,Yes,1,yes,soft_vote,score_no=0.02932272;score_yes=0.97067729;n_members=5
12375,Yes,1,yes,soft_vote,score_no=0.00281371;score_yes=0.99718629;n_members=5
12376,No,0,yes,soft_vote,score_no=0.99940103;score_yes=0.00059896;n_members=5
12377,Yes,1,yes,soft_vote,score_no=0.00001585;score_yes=0.99998417;n_members=5
12378,Yes,1,yes,soft_vote,score_no=0.00001428;score_yes=0.99998572;n_members=5
12379,Yes,1,yes,soft_vote,score_no=0.00001274;score_yes=0.99998727;n_members=5
12380,Yes,1,yes,soft_vote,score_no=0.00001662;score_yes=0.99998338;n_members=5
12381,Yes,1,yes,soft_vote,score_no=0.00192343;score_yes=0.99807658;n_members=5
12382,Yes,1,yes,soft_vote,score_no=0.00687121;score_yes=0.99312878;n_members=5
12383,No,0,yes,soft_vote,score_no=0.99846616;score_yes=0.00153385;n_members=5
12384,No,0,yes,soft_vote,score_no=0.99975575;score_yes=0.00024426;n_members=5
12385,No,0,yes,soft_vote,score_no=0.99998650;score_yes=0.00001350;n_members=5
12386,Yes,1,yes,soft_vote,score_no=0.00054997;score_yes=0.99945005;n_members=5
12387,Yes,1,yes,soft_vote,score_no=0.00008383;score_yes=0.99991618;n_members=5
12388,Yes,1,yes,soft_vote,score_no=0.02828084;score_yes=0.97171917;n_members=5
12389,Yes,1,yes,soft_vote,score_no=0.09826593;score_yes=0.90173406;n_members=5
12390,Yes,1,yes,soft_vote,score_no=0.04220082;score_yes=0.95779919;n_members=5
12391,Yes,1,yes,soft_vote,score_no=0.00001963;score_yes=0.99998038;n_members=5
12392,Yes,1,yes,soft_vote,score_no=0.00005113;score_yes=0.99994885;n_members=5
12393,Yes,1,yes,soft_vote,score_no=0.00001724;score_yes=0.99998276;n_members=5
12394,Yes,1,yes,soft_vote,score_no=0.27995535;score_yes=0.72004466;n_members=5
12395,Yes,1,yes,soft_vote,score_no=0.07177187;score_yes=0.92822815;n_members=5
12396,Yes,1,yes,soft_vote,score_no=0.00010166;score_yes=0.99989833;n_members=5
12397,Yes,1,yes,soft_vote,score_no=0.00001171;score_yes=0.99998827;n_members=5
12398,Yes,1,yes,soft_vote,score_no=0.00001212;score_yes=0.99998786;n_members=5
12399,Yes,1,yes,soft_vote,score_no=0.49208814;score_yes=0.50791185;n_members=5
12400,Yes,1,yes,soft_vote,score_no=0.00029816;score_yes=0.99970182;n_members=5
12401,Yes,1,yes,soft_vote,score_no=0.00003642;score_yes=0.99996357;n_members=5
12402,Yes,1,yes,soft_vote,score_no=0.00002576;score_yes=0.99997423;n_members=5
12403,Yes,1,yes,soft_vote,score_no=0.00001095;score_yes=0.99998908;n_members=5
12404,Yes,1,yes,soft_vote,score_no=0.01444419;score_yes=0.98555580;n_members=5
12405,No,0,yes,soft_vote,score_no=0.97999084;score_yes=0.02000915;n_members=5
12406,Yes,1,yes,soft_vote,score_no=0.03078520;score_yes=0.96921481;n_members=5
12407,Yes,1,yes,soft_vote,score_no=0.45327048;score_yes=0.54672951;n_members=5
12408,Yes,1,yes,soft_vote,score_no=0.29724008;score_yes=0.70275992;n_members=5
12409,Yes,1,yes,soft_vote,score_no=0.00002257;score_yes=0.99997745;n_members=5
12410,Yes,1,yes,soft_vote,score_no=0.00000736;score_yes=0.99999268;n_members=5
12411,Yes,1,yes,soft_vote,score_no=0.00003423;score_yes=0.99996579;n_members=5
12412,Yes,1,yes,soft_vote,score_no=0.00222502;score_yes=0.99777501;n_members=5
12413,Yes,1,yes,soft_vote,score_no=0.18873478;score_yes=0.81126522;n_members=5
12414,Yes,1,yes,soft_vote,score_no=0.00001303;score_yes=0.99998696;n_members=5
12415,Yes,1,yes,soft_vote,score_no=0.00086378;score_yes=0.99913621;n_members=5
12416,No,0,yes,soft_vote,score_no=0.99997914;score_yes=0.00002085;n_members=5
12417,Yes,1,yes,soft_vote,score_no=0.00015263;score_yes=0.99984736;n_members=5
12418,Yes,1,yes,soft_vote,score_no=0.00016906;score_yes=0.99983095;n_members=5
12419,Yes,1,yes,soft_vote,score_no=0.19075106;score_yes=0.80924896;n_members=5
12420,Yes,1,yes,soft_vote,score_no=0.00002586;score_yes=0.99997413;n_members=5
12421,Yes,1,yes,soft_vote,score_no=0.00004051;score_yes=0.99995947;n_members=5
12422,Yes,1,yes,soft_vote,score_no=0.00001425;score_yes=0.99998574;n_members=5
12423,Yes,1,yes,soft_vote,score_no=0.00004658;score_yes=0.99995344;n_members=5
12424,Yes,1,yes,soft_vote,score_no=0.00033759;score_yes=0.99966241;n_members=5
12425,Yes,1,yes,soft_vote,score_no=0.00004000;score_yes=0.99995999;n_members=5
12426,Yes,1,yes,soft_vote,score_no=0.00005097;score_yes=0.99994904;n_members=5
12427,Yes,1,yes,soft_vote,score_no=0.07515435;score_yes=0.92484567;n_members=5
12428,Yes,1,yes,soft_vote,score_no=0.00001035;score_yes=0.99998965;n_members=5
12429,Yes,1,yes,soft_vote,score_no=0.00002350;score_yes=0.99997649;n_members=5
12430,Yes,1,yes,soft_vote,score_no=0.00001095;score_yes=0.99998906;n_members=5
12431,Yes,1,yes,soft_vote,score_no=0.00001653;score_yes=0.99998348;n_members=5
12432,Yes,1,yes,soft_vote,score_no=0.00015988;score_yes=0.99984013;n_members=5
12433,Yes,1,yes,soft_vote,score_no=0.01058655;score_yes=0.98941344;n_members=5
12434,Yes,1,yes,soft_vote,score_no=0.00002184;score_yes=0.99997814;n_members=5
12435,Yes,1,yes,soft_vote,score_no=0.04236922;score_yes=0.95763078;n_members=5
12436,Yes,1,yes,soft_vote,score_no=0.00008912;score_yes=0.99991087;n_members=5
12437,Yes,1,yes,soft_vote,score_no=0.00003526;score_yes=0.99996471;n_members=5
12438,Yes,1,yes,soft_vote,score_no=0.00001508;score_yes=0.99998491;n_members=5
12439,Yes,1,yes,soft_vote,score_no=0.00098198;score_yes=0.99901802;n_members=5
12440,Yes,1,yes,soft_vote,score_no=0.00077884;score_yes=0.99922118;n_members=5
12441,Yes,1,yes,soft_vote,score_no=0.00003098;score_yes=0.99996903;n_members=5
12442,Yes,1,yes,soft_vote,score_no=0.00007116;score_yes=0.99992884;n_members=5
12443,Yes,1,yes,soft_vote,score_no=0.00008582;score_yes=0.99991416;n_members=5
12444,Yes,1,yes,soft_vote,score_no=0.09153734;score_yes=0.90846264;n_members=5
12445,No,0,yes,soft_vote,score_no=0.99993956;score_yes=0.00006045;n_members=5
12446,Yes,1,yes,soft_vote,score_no=0.00122808;score_yes=0.99877190;n_members=5
12447,Yes,1,yes,soft_vote,score_no=0.00082977;score_yes=0.99917019;n_members=5
12448,Yes,1,yes,soft_vote,score_no=0.02788276;score_yes=0.97211725;n_members=5
12449,Yes,1,yes,soft_vote,score_no=0.00006215;score_yes=0.99993784;n_members=5
12450,No,0,yes,soft_vote,score_no=0.99864180;score_yes=0.00135819;n_members=5
12451,No,0,yes,soft_vote,score_no=0.99992158;score_yes=0.00007840;n_members=5
12452,Yes,1,yes,soft_vote,score_no=0.49685514;score_yes=0.50314486;n_members=5
12453,Yes,1,yes,soft_vote,score_no=0.00004222;score_yes=0.99995778;n_members=5
12454,Yes,1,yes,soft_vote,score_no=0.00001435;score_yes=0.99998565;n_members=5
12455,Yes,1,yes,soft_vote,score_no=0.00001853;score_yes=0.99998145;n_members=5
12456,Yes,1,yes,soft_vote,score_no=0.23116198;score_yes=0.76883802;n_members=5
12457,Yes,1,yes,soft_vote,score_no=0.00004493;score_yes=0.99995506;n_members=5
12458,Yes,1,yes,soft_vote,score_no=0.00003002;score_yes=0.99997001;n_members=5
12459,Yes,1,yes,soft_vote,score_no=0.00005365;score_yes=0.99994636;n_members=5
12460,Yes,1,yes,soft_vote,score_no=0.00003044;score_yes=0.99996955;n_members=5
12461,Yes,1,yes,soft_vote,score_no=0.00002657;score_yes=0.99997342;n_members=5
12462,Yes,1,yes,soft_vote,score_no=0.00016170;score_yes=0.99983831;n_members=5
12463,Yes,1,yes,soft_vote,score_no=0.00001051;score_yes=0.99998949;n_members=5
12464,Yes,1,yes,soft_vote,score_no=0.00003908;score_yes=0.99996092;n_members=5
12465,Yes,1,yes,soft_vote,score_no=0.00194184;score_yes=0.99805815;n_members=5
12466,Yes,1,yes,soft_vote,score_no=0.00002152;score_yes=0.99997847;n_members=5
12467,Yes,1,yes,soft_vote,score_no=0.00002229;score_yes=0.99997771;n_members=5
12468,Yes,1,yes,soft_vote,score_no=0.01847395;score_yes=0.98152606;n_members=5
12469,Yes,1,yes,soft_vote,score_no=0.08622569;score_yes=0.91377427;n_members=5
12470,No,0,yes,soft_vote,score_no=0.99993415;score_yes=0.00006584;n_members=5
12471,Yes,1,yes,soft_vote,score_no=0.04920011;score_yes=0.95079991;n_members=5
12472,Yes,1,yes,soft_vote,score_no=0.00003416;score_yes=0.99996586;n_members=5
12473,Yes,1,yes,soft_vote,score_no=0.00009283;score_yes=0.99990715;n_members=5
12474,Yes,1,yes,soft_vote,score_no=0.00006743;score_yes=0.99993257;n_members=5
12475,Yes,1,yes,soft_vote,score_no=0.00019088;score_yes=0.99980909;n_members=5
12476,Yes,1,yes,soft_vote,score_no=0.00005324;score_yes=0.99994676;n_members=5
12477,Yes,1,yes,soft_vote,score_no=0.00001470;score_yes=0.99998529;n_members=5
12478,No,0,yes,soft_vote,score_no=0.95577033;score_yes=0.04422966;n_members=5
12479,Yes,1,yes,soft_vote,score_no=0.00008240;score_yes=0.99991760;n_members=5
12480,Yes,1,yes,soft_vote,score_no=0.00002695;score_yes=0.99997304;n_members=5
12481,Yes,1,yes,soft_vote,score_no=0.00001325;score_yes=0.99998675;n_members=5
12482,Yes,1,yes,soft_vote,score_no=0.29011862;score_yes=0.70988138;n_members=5
12483,Yes,1,yes,soft_vote,score_no=0.00002833;score_yes=0.99997165;n_members=5
12484,Yes,1,yes,soft_vote,score_no=0.29026958;score_yes=0.70973042;n_members=5
12485,Yes,1,yes,soft_vote,score_no=0.00003128;score_yes=0.99996874;n_members=5
12486,Yes,1,yes,soft_vote,score_no=0.00186793;score_yes=0.99813205;n_members=5
12487,Yes,1,yes,soft_vote,score_no=0.22385087;score_yes=0.77614915;n_members=5
12488,Yes,1,yes,soft_vote,score_no=0.00729292;score_yes=0.99270706;n_members=5
12489,Yes,1,yes,soft_vote,score_no=0.00001297;score_yes=0.99998698;n_members=5
12490,No,0,yes,soft_vote,score_no=0.54626971;score_yes=0.45373028;n_members=5
12491,Yes,1,yes,soft_vote,score_no=0.00002058;score_yes=0.99997942;n_members=5
12492,Yes,1,yes,soft_vote,score_no=0.00003912;score_yes=0.99996088;n_members=5
12493,Yes,1,yes,soft_vote,score_no=0.00008269;score_yes=0.99991727;n_members=5
12494,No,0,yes,soft_vote,score_no=0.99998226;score_yes=0.00001774;n_members=5
12495,Yes,1,yes,soft_vote,score_no=0.00042872;score_yes=0.99957127;n_members=5
12496,Yes,1,yes,soft_vote,score_no=0.00004409;score_yes=0.99995592;n_members=5
12497,No,0,yes,soft_vote,score_no=0.99993635;score_yes=0.00006368;n_members=5
12498,Yes,1,yes,soft_vote,score_no=0.00002958;score_yes=0.99997041;n_members=5
12499,Yes,1,yes,soft_vote,score_no=0.00006824;score_yes=0.99993175;n_members=5
12500,No,0,yes,soft_vote,score_no=0.99997084;score_yes=0.00002915;n_members=5
12501,Yes,1,yes,soft_vote,score_no=0.00001388;score_yes=0.99998612;n_members=5
12502,Yes,1,yes,soft_vote,score_no=0.00001020;score_yes=0.99998980;n_members=5
12503,Yes,1,yes,soft_vote,score_no=0.00026456;score_yes=0.99973544;n_members=5
12504,Yes,1,yes,soft_vote,score_no=0.00183463;score_yes=0.99816538;n_members=5
12505,Yes,1,yes,soft_vote,score_no=0.00001244;score_yes=0.99998755;n_members=5
12506,Yes,1,yes,soft_vote,score_no=0.07240764;score_yes=0.92759235;n_members=5
12507,Yes,1,yes,soft_vote,score_no=0.00002198;score_yes=0.99997802;n_members=5
12508,Yes,1,yes,soft_vote,score_no=0.00006813;score_yes=0.99993184;n_members=5
12509,Yes,1,yes,soft_vote,score_no=0.00003216;score_yes=0.99996781;n_members=5
12510,No,0,yes,soft_vote,score_no=0.96507728;score_yes=0.03492270;n_members=5
12511,No,0,yes,soft_vote,score_no=0.97900877;score_yes=0.02099127;n_members=5
12512,No,0,yes,soft_vote,score_no=0.99984668;score_yes=0.00015333;n_members=5
12513,Yes,1,yes,soft_vote,score_no=0.00022304;score_yes=0.99977697;n_members=5
12514,Yes,1,yes,soft_vote,score_no=0.00002400;score_yes=0.99997599;n_members=5
12515,Yes,1,yes,soft_vote,score_no=0.00037353;score_yes=0.99962647;n_members=5
12516,Yes,1,yes,soft_vote,score_no=0.00001585;score_yes=0.99998417;n_members=5
12517,Yes,1,yes,soft_vote,score_no=0.00008286;score_yes=0.99991710;n_members=5
12518,No,0,yes,soft_vote,score_no=0.99997945;score_yes=0.00002052;n_members=5
12519,Yes,1,yes,soft_vote,score_no=0.00106909;score_yes=0.99893093;n_members=5
12520,Yes,1,yes,soft_vote,score_no=0.00012545;score_yes=0.99987455;n_members=5
12521,Yes,1,yes,soft_vote,score_no=0.00000993;score_yes=0.99999008;n_members=5
12522,Yes,1,yes,soft_vote,score_no=0.00002048;score_yes=0.99997952;n_members=5
12523,No,0,yes,soft_vote,score_no=0.97169218;score_yes=0.02830780;n_members=5
12524,No,0,yes,soft_vote,score_no=0.99483037;score_yes=0.00516962;n_members=5
12525,Yes,1,yes,soft_vote,score_no=0.04661559;score_yes=0.95338441;n_members=5
12526,Yes,1,yes,soft_vote,score_no=0.00025676;score_yes=0.99974323;n_members=5
12527,Yes,1,yes,soft_vote,score_no=0.00002849;score_yes=0.99997153;n_members=5
12528,Yes,1,yes,soft_vote,score_no=0.00001003;score_yes=0.99998996;n_members=5
12529,Yes,1,yes,soft_vote,score_no=0.00014048;score_yes=0.99985954;n_members=5
12530,Yes,1,yes,soft_vote,score_no=0.01785327;score_yes=0.98214673;n_members=5
12531,Yes,1,yes,soft_vote,score_no=0.00009344;score_yes=0.99990656;n_members=5
12532,Yes,1,yes,soft_vote,score_no=0.18353742;score_yes=0.81646257;n_members=5
12533,No,0,yes,soft_vote,score_no=0.99992529;score_yes=0.00007469;n_members=5
12534,Yes,1,yes,soft_vote,score_no=0.00004479;score_yes=0.99995521;n_members=5
12535,No,0,yes,soft_vote,score_no=0.99998560;score_yes=0.00001440;n_members=5
12536,No,0,yes,soft_vote,score_no=0.99986747;score_yes=0.00013252;n_members=5
12537,Yes,1,yes,soft_vote,score_no=0.00001566;score_yes=0.99998434;n_members=5
12538,Yes,1,yes,soft_vote,score_no=0.00075717;score_yes=0.99924282;n_members=5
12539,Yes,1,yes,soft_vote,score_no=0.00018273;score_yes=0.99981730;n_members=5
12540,Yes,1,yes,soft_vote,score_no=0.00008110;score_yes=0.99991891;n_members=5
12541,Yes,1,yes,soft_vote,score_no=0.00001199;score_yes=0.99998803;n_members=5
12542,Yes,1,yes,soft_vote,score_no=0.00002632;score_yes=0.99997368;n_members=5
12543,Yes,1,yes,soft_vote,score_no=0.00001030;score_yes=0.99998970;n_members=5
12544,No,0,yes,soft_vote,score_no=0.73614349;score_yes=0.26385650;n_members=5
12545,No,0,yes,soft_vote,score_no=0.99848761;score_yes=0.00151240;n_members=5
12546,Yes,1,yes,soft_vote,score_no=0.00012238;score_yes=0.99987763;n_members=5
12547,Yes,1,yes,soft_vote,score_no=0.00027218;score_yes=0.99972780;n_members=5
12548,Yes,1,yes,soft_vote,score_no=0.00038366;score_yes=0.99961635;n_members=5
12549,Yes,1,yes,soft_vote,score_no=0.00007849;score_yes=0.99992150;n_members=5
12550,No,0,yes,soft_vote,score_no=0.99998257;score_yes=0.00001743;n_members=5
12551,Yes,1,yes,soft_vote,score_no=0.16497191;score_yes=0.83502805;n_members=5
12552,Yes,1,yes,soft_vote,score_no=0.00005067;score_yes=0.99994933;n_members=5
12553,Yes,1,yes,soft_vote,score_no=0.00001305;score_yes=0.99998696;n_members=5
12554,Yes,1,yes,soft_vote,score_no=0.00234798;score_yes=0.99765203;n_members=5
12555,Yes,1,yes,soft_vote,score_no=0.00005755;score_yes=0.99994245;n_members=5
12556,Yes,1,yes,soft_vote,score_no=0.00009480;score_yes=0.99990519;n_members=5
12557,No,0,yes,soft_vote,score_no=0.99995384;score_yes=0.00004616;n_members=5
12558,Yes,1,yes,soft_vote,score_no=0.00000617;score_yes=0.99999380;n_members=5
12559,Yes,1,yes,soft_vote,score_no=0.38307740;score_yes=0.61692259;n_members=5
12560,Yes,1,yes,soft_vote,score_no=0.00004502;score_yes=0.99995496;n_members=5
12561,No,0,yes,soft_vote,score_no=0.99945028;score_yes=0.00054971;n_members=5
12562,Yes,1,yes,soft_vote,score_no=0.07705343;score_yes=0.92294658;n_members=5
12563,Yes,1,yes,soft_vote,score_no=0.00592387;score_yes=0.99407612;n_members=5
12564,Yes,1,yes,soft_vote,score_no=0.00001203;score_yes=0.99998796;n_members=5
12565,Yes,1,yes,soft_vote,score_no=0.04216792;score_yes=0.95783209;n_members=5
12566,Yes,1,yes,soft_vote,score_no=0.00002296;score_yes=0.99997706;n_members=5
12567,Yes,1,yes,soft_vote,score_no=0.00009448;score_yes=0.99990550;n_members=5
12568,No,0,yes,soft_vote,score_no=0.99997039;score_yes=0.00002961;n_members=5
12569,No,0,yes,soft_vote,score_no=0.54868964;score_yes=0.45131034;n_members=5
12570,Yes,1,yes,soft_vote,score_no=0.00001268;score_yes=0.99998734;n_members=5
12571,Yes,1,yes,soft_vote,score_no=0.00606499;score_yes=0.99393500;n_members=5
12572,Yes,1,yes,soft_vote,score_no=0.01318904;score_yes=0.98681097;n_members=5
12573,Yes,1,yes,soft_vote,score_no=0.00009337;score_yes=0.99990662;n_members=5
12574,Yes,1,yes,soft_vote,score_no=0.00018181;score_yes=0.99981816;n_members=5
12575,Yes,1,yes,soft_vote,score_no=0.00002216;score_yes=0.99997783;n_members=5
12576,Yes,1,yes,soft_vote,score_no=0.21165137;score_yes=0.78834864;n_members=5
12577,Yes,1,yes,soft_vote,score_no=0.00003319;score_yes=0.99996679;n_members=5
12578,Yes,1,yes,soft_vote,score_no=0.06740645;score_yes=0.93259352;n_members=5
12579,Yes,1,yes,soft_vote,score_no=0.00003278;score_yes=0.99996722;n_members=5
12580,Yes,1,yes,soft_vote,score_no=0.00013684;score_yes=0.99986317;n_members=5
12581,Yes,1,yes,soft_vote,score_no=0.00001741;score_yes=0.99998259;n_members=5
12582,Yes,1,yes,soft_vote,score_no=0.00002074;score_yes=0.99997923;n_members=5
12583,Yes,1,yes,soft_vote,score_no=0.00002174;score_yes=0.99997823;n_members=5
12584,Yes,1,yes,soft_vote,score_no=0.00313255;score_yes=0.99686746;n_members=5
12585,Yes,1,yes,soft_vote,score_no=0.00002325;score_yes=0.99997678;n_members=5
12586,Yes,1,yes,soft_vote,score_no=0.00001719;score_yes=0.99998279;n_members=5
12587,Yes,1,yes,soft_vote,score_no=0.00018291;score_yes=0.99981706;n_members=5
12588,Yes,1,yes,soft_vote,score_no=0.00002970;score_yes=0.99997029;n_members=5
12589,No,0,yes,soft_vote,score_no=0.97656554;score_yes=0.02343446;n_members=5
12590,Yes,1,yes,soft_vote,score_no=0.00025392;score_yes=0.99974608;n_members=5
12591,Yes,1,yes,soft_vote,score_no=0.00004963;score_yes=0.99995036;n_members=5
12592,No,0,yes,soft_vote,score_no=0.99792335;score_yes=0.00207667;n_members=5
12593,Yes,1,yes,soft_vote,score_no=0.00000860;score_yes=0.99999139;n_members=5
12594,No,0,yes,soft_vote,score_no=0.84372363;score_yes=0.15627637;n_members=5
12595,Yes,1,yes,soft_vote,score_no=0.00001721;score_yes=0.99998281;n_members=5
12596,Yes,1,yes,soft_vote,score_no=0.00005864;score_yes=0.99994136;n_members=5
12597,No,0,yes,soft_vote,score_no=0.98458989;score_yes=0.01541015;n_members=5
12598,Yes,1,yes,soft_vote,score_no=0.02037407;score_yes=0.97962592;n_members=5
12599,Yes,1,yes,soft_vote,score_no=0.00002063;score_yes=0.99997940;n_members=5
12600,Yes,1,yes,soft_vote,score_no=0.00005898;score_yes=0.99994103;n_members=5
12601,Yes,1,yes,soft_vote,score_no=0.00182829;score_yes=0.99817170;n_members=5
12602,Yes,1,yes,soft_vote,score_no=0.00003337;score_yes=0.99996662;n_members=5
12603,Yes,1,yes,soft_vote,score_no=0.00003954;score_yes=0.99996047;n_members=5
12604,Yes,1,yes,soft_vote,score_no=0.08806414;score_yes=0.91193584;n_members=5
12605,Yes,1,yes,soft_vote,score_no=0.00012851;score_yes=0.99987148;n_members=5
12606,Yes,1,yes,soft_vote,score_no=0.03845288;score_yes=0.96154711;n_members=5
12607,Yes,1,yes,soft_vote,score_no=0.00024776;score_yes=0.99975221;n_members=5
12608,Yes,1,yes,soft_vote,score_no=0.37222239;score_yes=0.62777761;n_members=5
12609,Yes,1,yes,soft_vote,score_no=0.00272019;score_yes=0.99727980;n_members=5
12610,Yes,1,yes,soft_vote,score_no=0.00001284;score_yes=0.99998715;n_members=5
12611,Yes,1,yes,soft_vote,score_no=0.00017041;score_yes=0.99982957;n_members=5
12612,Yes,1,yes,soft_vote,score_no=0.00134676;score_yes=0.99865322;n_members=5
12613,Yes,1,yes,soft_vote,score_no=0.00004124;score_yes=0.99995875;n_members=5
12614,Yes,1,yes,soft_vote,score_no=0.04181961;score_yes=0.95818035;n_members=5
12615,Yes,1,yes,soft_vote,score_no=0.00000905;score_yes=0.99999094;n_members=5
12616,No,0,yes,soft_vote,score_no=0.98931269;score_yes=0.01068731;n_members=5
12617,Yes,1,yes,soft_vote,score_no=0.00001487;score_yes=0.99998510;n_members=5
12618,No,0,yes,soft_vote,score_no=0.99939851;score_yes=0.00060148;n_members=5
12619,Yes,1,yes,soft_vote,score_no=0.00001587;score_yes=0.99998415;n_members=5
12620,Yes,1,yes,soft_vote,score_no=0.00002207;score_yes=0.99997792;n_members=5
12621,Yes,1,yes,soft_vote,score_no=0.02038536;score_yes=0.97961465;n_members=5
12622,Yes,1,yes,soft_vote,score_no=0.00042382;score_yes=0.99957616;n_members=5
12623,Yes,1,yes,soft_vote,score_no=0.00003059;score_yes=0.99996939;n_members=5
