id,evidence_status,evidence_status_raw,filter_passed,prediction_source,postprocess_reason
12614,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""每年至少兩次向董事會報告執行成果及未來的工作計劃，"",""evidence_status"":""Yes"",""evidence_str"":""緯創係由董事會作為推動永續發展的最高決策單位，並在 2019 年於董事會下設置「企業永續發展委員會」，直至 2025 年經董事會決議納入資安治理並更名為「永續發展暨資安委員會」。""}<end_of_turn>
<eos>"
12615,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為了讓採購人員更深入了解公司的永續供應鏈管理策略和目標，同時提高執行能力，"",""evidence_status"":""Yes"",""evidence_str"":""每年皆會舉辦採購人員教育訓練， ｜ 2024 年專題課程為供應鏈管理策略及永續採購要領，全體採購人員共計 262 位皆完成受訓，總受訓時數共 235 小時。""}<end_of_turn>
<eos>"
12616,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12617,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""持續推廣使用，讓理賠服務不中斷，以確保客戶權益。"",""evidence_status"":""Yes"",""evidence_str"":""由業務同仁協助客戶申請的行動理賠及客戶可自主使用的網路理賠，皆可串聯理賠聯盟鏈、理賠醫起通等功能。其中「理賠聯盟鏈」為結合主管機關與壽險公會整合推出的服務，有效提升客戶理賠申請的便捷性，客戶僅需一次授權，即可將申請文件透過「保險科技運用共享平台」安全傳遞至他家保險公司，達到單一申請、多家受理的便民服務。客戶亦可使用「數位身分驗證」功能，透過「MID+身分證讀資科」或「保險存摺帳號」進行身分驗證作業，免除簽署紙本同意書及理賠申請書，享受保險科技帶來的便利與高效率。經由提供便捷的理賠申請管道服務不同客戶族群，即使是行動不便的銀髮族或身心障礙客戶，皆可省去外出申請理賠之"
12618,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""我們致力於人才培育，營造多元、平等且包容的工作環境，提升員工福祉，打造幸福職場。 ｜ 同時，我們透過健全的公司治理，推動包容且永續的經濟成長，並鼓勵員工參與國際永續業務，"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12619,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""以檢視單位內是否存在與裁罰案例相同或類似之作業弱點，始能及時改正，以有效遵循法令規章及降低本公司之法令遵循風險。"",""evidence_status"":""Yes"",""evidence_str"":""法令遵循單位針對本公司可能受罰風險程度較高之議題，就相關部門之作業落實度執行抽檢，2024 年就 19 件同業裁罰案事實實態樣，均已確認對應之權責單位，並針對其中 11 件同業裁罰案例發出 36 件檢視通知；另完成 22 份報告。""}<end_of_turn>
<eos>"
12620,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""萬海於 2023 年通過 ISO 27001 最新版本認證，推動國際標準資安管理制度，確保核心系統的可用性、機敏資訊的保密性與資訊資產的完整性，並將總部的網路安全政策延伸至海外據點。同時，萬海作為 TWCERT/CC 成員，與國內外機構共享資安情資，共同提升台灣整體資安防護能力。"",""evidence_status"":""Yes"",""evidence_str"":""2024 年無客戶個資遺失或被侵犯的資安投訴事件，亦無來自監管機關之投訴。""}<end_of_turn>
<eos>"
12621,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12622,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12623,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""鴻海高度重視風險管理和公司治理，並積極遵守監管機關的相關要求。 ｜ 鴻海將風險評估標準納入產品與服務的開發流程， ｜ 持續強化永續經營能力，穩健推動企業長期成長。"",""evidence_status"":""Yes"",""evidence_str"":""集團建立完善的企業風險管理框架，制定和實施了風險管理的制度，確保公司經營業務符合相關的法規要求，並有相應的措施有效管理和應對風險，以保護投資者利益和維護市場穩定。 ｜ 自設計階段即全面考量營運、法規、環境與社會層面的潛在風險，確保創新發展與風險控管並重，""}<end_of_turn>
<eos>"
12624,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""持續打造符合低耗能要求的 PCBA 生產線 (如節能型迴焊爐架設、貼片機節能模式優化)，以降低製造過程中的能源消耗，提升整體生產效能。"",""evidence_status"":""Yes"",""evidence_str"":""此外測試完成的模組將切換至待機狀態，待其他模組測試完成後再進行下一階段，以有效降低閒置耗電。""}<end_of_turn>
<eos>"
12625,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12626,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""聯電深刻認知天然災害與人為事故對生產營運的衝擊與影響，一直以「預防管理」的積極態度面對災害風險管理的範疇，也藉由縝謹的風險工程控制、安全規範與基準的落實管理，追求達到半導體產業安全的最高標準。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12627,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""緯創致力於經營多元招募管道，"",""evidence_status"":""Yes"",""evidence_str"":""在 2024 年，透過多元人才渠道，例如求職平台、社群媒體、校園徵才活動、產學合作與實習、獵才顧問等方式進行招募。 ｜ 2024 年整體新進人員共 34,976 位，新進人員分佈反映產業特性，多數為年齡 30 歲以下的非管理職人員，且仍以男性為多數。""}<end_of_turn>
<eos>"
12628,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""中租控股在努力因應生態多樣性喪失風險的同時，也積極尋找創造正面影響的機會，以促進人類與自然和諧共生的永續發展模式。"",""evidence_status"":""Yes"",""evidence_str"":""世界經濟論壇 ( World Economic Forum ) 每年定期發布全球風險報告，評估全球主要風險的衝擊程度及發生可能性。氣候議題與生物多樣性議題仍為首要風險。中租控股於2023年延續氣候相關財務揭露 ( TCFD ) 框架，在自然環境議題依循「自然相關財務揭露」( Taskforce on Nature related Financial Disclosures, TNFD ) 框架，分析營運活動對於自然環境的交互關係，將經濟活動依照TNFD對陸地、海洋、淡水與大氣等四種領域的界定，探討依賴性 ( Dependency ) 與影響性 ( Impact ) 所導致的自然相關風險 ( Risk ) 與機會 ( Opportunity )。""}<end_of_turn>
<eos>"
12629,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""聯電集團致力提供符合客戶需求、具市場競爭力核心之產品，而身為地球公民一員，更自源頭珍惜資源，減少產品對環境衝擊及資源消耗，"",""evidence_status"":""Yes"",""evidence_str"":""透過取得清潔生產之綠色工廠認證、開發有害物質取代材料、評估產品環境衝擊、發展綠色產品，進而樹立半導體界的綠色企業典範。""}<end_of_turn>
<eos>"
12630,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""EV充電樁再生能源憑證核發將於未來2-3年內推動示範計畫。"",""evidence_status"":""Yes"",""evidence_str"":""TWM已購得3000-4000張再生能源憑證，建議參與台電彈性分配機制，確保100%再生能源目標達成。""}<end_of_turn>
<eos>"
12631,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12632,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為有效推動公司治理與經營成效、提升組織運作及保障股東、員工、客戶等利害關係人之權益，"",""evidence_status"":""Yes"",""evidence_str"":""本公司依循金管會之「公司治理藍圖 3.0- 永續發展藍圖」與臺灣證券交易所與證券暨期貨市場發展基金會之「上市上櫃企業公司治理評鑑」，落實公司治理。""}<end_of_turn>
<eos>"
12633,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""遠傳電信已針對高風險廠商訂定相關改善計畫並要求改善，截至 2025 年 3 月已 100% 改善完畢，亦將安排所有高風險供應商進行 2025 年審查，確認實質改善情形。"",""evidence_status"":""Yes"",""evidence_str"":""2024 年共鑑別出 14 家高風險廠商，主要風險集中在營業秘密保護建立供應商行為準則、勞工權益及職業安全衛生管理等相關風險，包含資通訊 6 家、營建類 7 家以及客戶裝置 1 家。""}<end_of_turn>
<eos>"
12634,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為因應未來對氣候風險管理的需求，台新以實際行動回應自身營運「環境永續」與金融業務「淨零碳排」。 ｜ 台新金控為積極實踐淨零，除 2021 年台新金控加入「台灣淨零排放協會」外，2023 年更進一步承諾科學基礎減量目標－淨零（SBT net zero），以 2050 年為全面淨零長期目標。"",""evidence_status"":""Yes"",""evidence_str"":""2021 年台新金控加入「台灣淨零排放協會」外，2023 年更進一步承諾科學基礎減量目標－淨零（SBT net zero），以 2050 年為全面淨零長期目標。""}<end_of_turn>
<eos>"
12635,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""公司對於職場安全與平權維護採取零容忍態度，嚴格禁止任何形式的性騷擾或恐嚇行為。"",""evidence_status"":""Yes"",""evidence_str"":""我們已建立性騷擾防治措施、申訴機制與懲戒辦法，員工可透過申訴管道提出申訴。""}<end_of_turn>
<eos>"
12636,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""光寶持續透過多元布局，加速發展關鍵技術與高價值產品，以市場為導向，優化產品組合，積極建構完整的產業生態系統，提供客戶多元化解決方案。 ｜ 未來，在新一代的產品開發上，將持續與供應鏈夥伴在永續發展的賽道上共同前進， ｜ 2022 年光寶已完成全產品類別碳足跡盤查，以低碳設計作為研發核心，全方位提升碳競爭力，朝向所有光寶產品下一代將減碳 5% 的目標邁進。 ｜ 同時提高再生材料比例、減少材料使用以增益環境、提高電源轉換效率來回應低碳永續，攜手建構綠色韌性，以此為基礎打造第二道成長曲線，展現光寶在研發與製造的延伸競爭優勢，協助客戶推出符合消費者期待的產品。"",""evidence_status"":""Yes"",""evidence_str"":""2022 年光寶已完成全產品類別碳足跡盤查，以低碳設計作為研發核心，全方位提升碳競爭力，"
12637,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""智邦積極布局越南生產基地，作為全新跨區域供應鏈策略的起點，並同步拓展至其他國家。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12638,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12639,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""戒菸獎勵計畫：提供成功戒菸者10,000元獎勵，全額補助戒菸門診診療費，打造無菸健康職場。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12640,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12641,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""提供員工健康與安全的工作環境、建構多元開放的勞資溝通管道，搭配公平的薪酬與晉升、完整的訓練發展體系、培養員工職業道德與保護營業秘密、健全的福利制度以及營造溫馨和諧的工作氛圍，藉由公開透明之激勵獎金與利潤分享制度，讓員工安心貢獻其能力與績效，與公司共同成長與發展，奠定永續經營深厚的基石。"",""evidence_status"":""Yes"",""evidence_str"":""大立光遵守勞動相關法規，制訂「工作規則」與「職業安全衛生工作守則及安衛組織暨人員編制」並送主管政府機關核備在案，合法保障的勞動條件與維護員工安全衛生的權益，並遵循「RBA 責任商業聯盟行為準則」的規定，""}<end_of_turn>
<eos>"
12642,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為表達維護、體現尊重與保護人權之責任， ｜ 本集團未具有強迫或強制勞動事件重大風險之營運據點或供應商。"",""evidence_status"":""Yes"",""evidence_str"":""本集團遵循「聯合國世界人權宣言」、「聯合國全球盟約」與「國際勞工公約」等國際人權公約規範，制定人權政策、行為準則並適用集團之子公司， ｜ 由總經理代表全體員工簽署人權聲明，公開宣示本公司支持與遵守人權政策，並以相同標準期許供應商與客戶等合作夥伴，共同提升對人權議題之關注，""}<end_of_turn>
<eos>"
12643,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12644,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12645,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""本公司 2025 年各項空氣污染物減量目標，係較 2020 年減少 5%，且所有製程空氣污染控制皆達最佳可行控制效率"",""evidence_status"":""Yes"",""evidence_str"":""本公司 2025 年各項空氣污染物減量目標，係較 2020 年減少 5%，且所有製程空氣污染控制皆達最佳可行控制效率""}<end_of_turn>
<eos>"
12646,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12647,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12648,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""富邦人壽積極提供微型保險服務，"",""evidence_status"":""Yes"",""evidence_str"":""自 2016 年起至 2024 年底累計捐贈金額 7,310 萬，2024 年度共計守護全臺弱勢族群 55,938 人、保額達新臺幣 164.2 億元；富邦人壽為高齡者設計小額終老保險，2024 年較前一年度增加 3.3 萬件；富邦人壽截至 2024 年底符合「基金資訊觀測站—ESG 基金專區」之基金已有 30 檔，總庫存市值約新臺幣 136.79 億。""}<end_of_turn>
<eos>"
12649,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為強化工作現場的安全管理與作業一致性，"",""evidence_status"":""Yes"",""evidence_str"":""日月光半導體高雄廠整合相關法規，如：「職業安全衛生法」、「勞動基準法」，及多年管理經驗，編撰並正式發布「承攬商安全橘皮書」，協助合作夥伴快速掌握安全作業關鍵，強化現場自主安全管理能力。本手冊內容圖文並茂、重點明確，依據不同作業場域與風險類型，提供實務操作指引與安全須知，提升承攬商對於高風險作業的辨識力與預防能力。透過制度化文件建立共同語言，承攬商安全橘皮書不僅是溝通工具，更是落實零事故、零職災願景的具體行動。""}<end_of_turn>
<eos>"
12650,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""台泥致力降低產品製程所造成的環境衝擊，積極進行全生命週期管理及導入國際管理系統，"",""evidence_status"":""Yes"",""evidence_str"":""並透過認證輔導課程、台泥學院、員工新人訓、Town Hall Meeting等進行員工環境教育訓練，議題涵蓋能源效率、水資源效率、廢棄物減量等，並延伸至台泥碳學院，提高員工永續認知及管理強度。""}<end_of_turn>
<eos>"
12651,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""台達致力營造透明開放的勞資溝通環境、落實良性雙向溝通機制，"",""evidence_status"":""Yes"",""evidence_str"":""全球團體協議及工會覆蓋率為 59.3%。""}<end_of_turn>
<eos>"
12652,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12653,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""研華對此將審慎因應，將以三步驟實現在歐銷售產品全面合規："",""evidence_status"":""Yes"",""evidence_str"":""1. 基於IEC 62443-4-1，落實產品安全開發最佳實踐（Best Practice）。  2. 持續進行產品於IEC 62443-4-2或VOC取證。  3. 待CRA合規方法公布後，全面導入在歐銷售產品。""}<end_of_turn>
<eos>"
12654,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""我們關注工廠能資源使用效率，並積極投入相關環境保護投資以產生正向影響力降低環境外部成本， ｜ 未來將持續透過再生能源的使用、考量採購低碳原物料與選擇低碳營運之供應商，減緩溫室氣體所造成之影響。"",""evidence_status"":""Yes"",""evidence_str"":""2024 年日月光投控環境面影響力貨幣化結果為 -376 百萬美元，主要來自於營運活動能資源使用與環境排放， ｜ 此外，我們也運用永續價值評估方法量化對「SDG 14 永續海洋與保育」及「SDG 15 陸域生態」的影響，全面檢視自身營運與價值鏈活動在環境方面的衝擊，擴大環境影響力管理範疇以實踐低碳使命與循環再生的永續策略願景。""}<end_of_turn>
<eos>"
12655,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為協助企業進行風險控管並降低營運的天災損失，"",""evidence_status"":""Yes"",""evidence_str"":""國泰產險自 2020 年起運用天災模型，模擬氣候變遷災害災損情境，並提供建議以提升企業客戶應對自然災害韌性。""}<end_of_turn>
<eos>"
12656,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為因應碳有價化所帶來的潛在財務衝擊，除了設定既有之減碳路徑，國巨亦積極發展完善因應策略及措施，將溫室氣體排放導致之財務衝擊降至最低。"",""evidence_status"":""Yes"",""evidence_str"":""國巨各廠區透過冰水主機汰舊換新、LED 燈具汰換、改善空壓機管道節電等各項節能減碳措施，積極提升能源效率及設備效能，降低溫室氣體排放量，節能減碳相關資訊請詳見 6.3 能源與溫室氣體管理章節。""}<end_of_turn>
<eos>"
12657,No,,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""重大性分析為永豐金控永續發展策略、目標訂定追蹤及整體企業風險管理之一環，永豐金控持續關注國際永續發展趨勢、追蹤國際永續評比及永續揭露標準，並參考國際標竿企業和國內同業之重大性議題，"",""evidence_status"":""Yes"",""evidence_str"":""每年遵循《GRI 3：重大主題》之指引精神及雙重重大性 (double materiality) 原則，進行重大主題鑑別。2024年，永豐金控延續前一年度所定義出的永續議題與正、負面衝擊結果，參考市場趨勢、盡職調查結果，重新檢視與確認衝擊清單，並且發放內外部利害關係人衝擊調查問卷，調查範圍涵蓋七大利害關係人群體：員工、客戶、股東 (投資人) 、媒體、社區/非營利組織 (NPO) /非政府組織 (NGO) 、主管機關以及供應商，了解內外部利害關係人對於外部環境、經濟與人權衝擊之評"
12658,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""落實人才永續理念：系統性地培育潛力人員，強化管理職能之勝任力，降低升任主管職後之不適應率，提升新任主管之留任率。以可降低團隊管理成本、提升營運效率，並強化公司人才梯隊，落實公司人才永續計劃。"",""evidence_status"":""Yes"",""evidence_str"":""據上述目標，欲將符合潛力人員條件的人員分為兩群，一為參與MTB計畫者，另一為未參與MTB計畫者，進行留任率、晉升率、IDP (Individual Development Plan) 完成率等相關數據比較，以觀察追蹤成效。""}<end_of_turn>
<eos>"
12659,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""聯華電子科技文教基金會 (以下稱基金會) 29 年來持續關注社會需求，藉由走進校園及社區，長期贊助與扶植不同領域的公益團隊，深耕弱勢教育，並支持青少年多元發展，期許孩子們透過教育掌握自己的未來。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12660,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""本公司已於 2021 年經董事長通過氣候變遷管理辦法，並 ｜ 於辦法中劃分氣候治理與權責架構，本公司依循此辦法及金控相關準則，定期執行氣候變遷風險與機會衡量，自 2018 年起定期進行氣候變遷風險評估，氣候變遷風險管理係參考 TCFD 氣候風險重大性評估方法，評估各風險因子項目脆弱度及衝擊程度並研擬相應之風險回應措施。"",""evidence_status"":""Yes"",""evidence_str"":""在氣候變遷方面，除積極參與相關教育訓練與相關會議、加強對外揭露等，另有參與金控 TCFD 精進專案。此外，本公司已執行其他氣候變遷管理事項，包括：氣候變遷風險暴險分析及壓力測試、營運據點淹水潛勢分析及投資部位敏感度分析。""}<end_of_turn>
<eos>"
12661,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為能及時解決客戶疑問與需求，"",""evidence_status"":""Yes"",""evidence_str"":""客戶得於官網上所提供之銷售服務專線及電子郵件信箱等多元管道直接反應意見，確保客戶需求均能及時獲得處理，且公司於收到申訴後會立即將意見回饋給內部進行處理，以期保護客戶權益。""}<end_of_turn>
<eos>"
12662,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""統一企業秉持著「人才是企業成長的基石」的信念，以賦能 (empowerment) 概念型塑合理且公平的工作環境，與員工共享經營成果，提供多元福利；亦秉持著「專業精耕、職涯發展、終身學習」的理念，深化人才資本與廣納多元人才，實踐適才適所的目標，強化公司人才競爭優勢。同時，我們維持暢通勞資溝通管道，遵循勞動法令，打造安全、多元的職場環境，不允許任何侵害員工尊嚴、人權及任何形式的歧視，以期塑造良好的經營風格及企業文化，持續精進員工與公司的競爭優勢。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12663,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為降低氣候風險災害造成之衝擊，"",""evidence_status"":""Yes"",""evidence_str"":""所有案場設置地點事均已調整案場模組及設備設置高度，確保即便處於最嚴苛之氣候情狀，亦係選擇最安全而難受淹水危害之工程選項，以符合風險控管要求，相關評估準則皆有納入中租內部規範中。坐落於山坡地案場則均需事先通過水土保持評估，經主管機關審核後才能建置案場。案場建置前都需執行現地勘察、出具工程意見，投審會並會依現勘文件和國家災害防救科技中心災害潛勢地圖中所查詢到的資料予以審查等，確保案場之運作得不受異常氣候之衝擊。""}<end_of_turn>
<eos>"
12664,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""在全球推動循環經濟浪潮下，緯創持續透過與供應商的溝通及合作，以保護自然生命和森林為重點， ｜ 提升供應商之永續意識與能力，以面對持續變動的永續趨勢。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12665,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為協助同仁安心成家，緩解台達職場爸媽育兒壓力並增進生育率， ｜ 透過教育講座、EAP 諮詢管道，增進同仁的育兒與親子教育知識，打造友善健康職場。"",""evidence_status"":""Yes"",""evidence_str"":""公司從福利、假勤、工時彈性政策著手，提供職場爸媽更優質的工作環境，達成工作與生活平衡，""}<end_of_turn>
<eos>"
12666,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12667,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12668,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""我們每季定期舉行勞資協調會議，傾聽員工聲音，讓同仁有提出意見的管道。每月定期透過IR電子郵件發送公司營運狀況以及營運目標，相關內部組織異動也會由HR不定期發出公告，讓員工知悉公司相關政策及內部組織異動情形。"",""evidence_status"":""Yes"",""evidence_str"":""我們每季定期舉行勞資協調會議，傾聽員工聲音，讓同仁有提出意見的管道。每月定期透過IR電子郵件發送公司營運狀況以及營運目標，相關內部組織異動也會由HR不定期發出公告，讓員工知悉公司相關政策及內部組織異動情形。""}<end_of_turn>
<eos>"
12669,No,No,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""身為永續金融的先行者，玉山會在永續的道路上堅定前行，與志同道合的夥伴一起，共同邁向更具氣候韌性、自然和諧、淨正效益的美好未來。"",""evidence_status"":""No"",""evidence_str"":""""}<end_of_turn>
<eos>"
12670,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""為持續提升董事在永續經營及公司治理上整體知識，"",""evidence_status"":""Yes"",""evidence_str"":""傳電信依臺灣證券交易所股份有限公司「上市上櫃公司董事進修推行要點」規定辦理董事定期進修課程規劃。2024 年董事進修情形如下表所述；此外，公司每季提供公司治理相關法令規定，供全體董事知悉。""}<end_of_turn>
<eos>"
12671,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""未來將持續透過穩健的培育系統，推動女性運動員創造更多榮耀。"",""evidence_status"":""Yes"",""evidence_str"":""國泰人壽長期深耕女子籃球與女子桌球發展，秉持多元、平等與包容的理念，為女性運動員打造專業的競技環境，確保選手無後顧之憂地全力拼搏。其中國泰女籃在 WSBL（女子超級籃球聯賽）中達成 31 連霸；更在首屆亞洲女子籃球聯賽（WBLA）得到亞軍。而國泰女桌球員－陳思羽、簡彤娟代表台灣站上 2024 年巴黎奧運，以堅毅精神揚名國際。""}<end_of_turn>
<eos>"
12672,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""國巨積極促進製程改善及降低原物料耗損，並收集有效再利用之資源，進而減少廢棄物產生量及後續處理成本，以達減廢、資源再利用之目標，善盡企業環保之責及創造公司最大之利潤。各 ｜ 各廠區致力於提升運送包材回收量，並針對有機溶劑之使用設計減量與再利用專案。"",""evidence_status"":""Yes"",""evidence_str"":""各廠區依相關法規訂定廠區內作業程序，依規定執行一般廢棄物、一般事業廢棄物及有害事業廢棄物處置，同步推動廢棄物減量並落實分類回收處理。""}<end_of_turn>
<eos>"
12673,N/A,N/A,yes,gemma_direct,"{""promise_status"":""No"",""promise_str"":"""",""evidence_status"":""N/A"",""evidence_str"":""""}<end_of_turn>
<eos>"
12674,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""我們也持續提升「可回收塑膠」使用量，"",""evidence_status"":""Yes"",""evidence_str"":""相較於 2023 年增加 5.36%；此外，「使用回收材料塑膠」使用量相較於 2023 年增加 43.09%，除了門市垃圾袋持續使用 100% 再生塑膠之外，統一超商也於 2024 年九月推出「100% 再生 PE 塑膠購物袋」並持續推動使用回收塑膠 (Recycled PET, rPET) 的食品容器，已於特定品項包含：薯泥鮮蔬蛋沙拉、日本豆皮壽司及鮪魚肉鬆雙手捲等商品，採用含 30% 再生塑膠之包裝。""}<end_of_turn>
<eos>"
12675,Yes,Yes,yes,gemma_direct,"{""promise_status"":""Yes"",""promise_str"":""以實際行動落實「青年培力」的責任與使命，盼成為年輕學子克服人生困境，勇於創造改變、解決社會環境議題的最有力支持。"",""evidence_status"":""Yes"",""evidence_str"":""國泰公益集團自 1980 年起設立清寒獎助學金，2016 年為回應社會趨勢轉型為「國泰卓越獎助計畫」， ｜ 國泰卓越獎助計畫分為「特色獎助類」鼓勵青年學子針對社會議題提出具利他精神、有助社會正向改變之 ESG 公益提案或「卓越學子類」扶助家境清寒、表現卓越之高中職優異學子，「卓越紀錄獎」則鼓勵 2024 年獲獎團隊勇敢紀錄夢想實現的每個動人時刻。""}<end_of_turn>
<eos>"
