id,evidence_quality,evidence_quality_raw,evidence_quality_source,evidence_quality_reason
12489,Clear,0,bert_multitask,score_clear=0.91971618;score_not_clear=0.07914300;score_misleading=0.00114076
12490,Not Clear,1,bert_multitask,score_clear=0.05920410;score_not_clear=0.93803751;score_misleading=0.00275831
12491,Clear,0,bert_multitask,score_clear=0.99770111;score_not_clear=0.00105567;score_misleading=0.00124327
12492,Clear,0,bert_multitask,score_clear=0.98915088;score_not_clear=0.00920537;score_misleading=0.00164370
12493,Clear,0,bert_multitask,score_clear=0.83189470;score_not_clear=0.16587795;score_misleading=0.00222737
12494,Not Clear,1,bert_multitask,score_clear=0.02238437;score_not_clear=0.97460735;score_misleading=0.00300835
12495,Not Clear,1,bert_multitask,score_clear=0.39220560;score_not_clear=0.60525095;score_misleading=0.00254345
12496,Clear,0,bert_multitask,score_clear=0.76890278;score_not_clear=0.22712635;score_misleading=0.00397089
12497,Not Clear,1,bert_multitask,score_clear=0.01367630;score_not_clear=0.98524058;score_misleading=0.00108314
12498,Clear,0,bert_multitask,score_clear=0.85366333;score_not_clear=0.14472191;score_misleading=0.00161482
12499,Clear,0,bert_multitask,score_clear=0.93148899;score_not_clear=0.06587215;score_misleading=0.00263876
12500,Not Clear,1,bert_multitask,score_clear=0.01320298;score_not_clear=0.98509258;score_misleading=0.00170444
12501,Clear,0,bert_multitask,score_clear=0.80460066;score_not_clear=0.19266385;score_misleading=0.00273555
12502,Clear,0,bert_multitask,score_clear=0.99877924;score_not_clear=0.00059694;score_misleading=0.00062383
12503,Clear,0,bert_multitask,score_clear=0.98630863;score_not_clear=0.01214400;score_misleading=0.00154738
12504,Clear,Clear,codex_fallback,mt_conf=0.506493<0.6;codex=Clear
12505,Clear,0,bert_multitask,score_clear=0.95604157;score_not_clear=0.04263620;score_misleading=0.00132222
12506,Clear,0,bert_multitask,score_clear=0.98862118;score_not_clear=0.00926940;score_misleading=0.00210948
12507,Clear,0,bert_multitask,score_clear=0.98158973;score_not_clear=0.01674852;score_misleading=0.00166170
12508,Clear,0,bert_multitask,score_clear=0.94154006;score_not_clear=0.05674689;score_misleading=0.00171304
12509,Clear,0,bert_multitask,score_clear=0.99396658;score_not_clear=0.00553571;score_misleading=0.00049767
12510,Not Clear,1,bert_multitask,score_clear=0.05540353;score_not_clear=0.94368410;score_misleading=0.00091235
12511,Not Clear,1,bert_multitask,score_clear=0.11352168;score_not_clear=0.88492894;score_misleading=0.00154939
12512,Not Clear,1,bert_multitask,score_clear=0.06813329;score_not_clear=0.93016064;score_misleading=0.00170613
12513,Clear,0,bert_multitask,score_clear=0.99423534;score_not_clear=0.00404771;score_misleading=0.00171703
12514,Clear,0,bert_multitask,score_clear=0.98393768;score_not_clear=0.01472450;score_misleading=0.00133785
12515,Clear,Clear,codex_fallback,mt_conf=0.565146<0.6;codex=Clear
12516,Clear,0,bert_multitask,score_clear=0.97573632;score_not_clear=0.02320278;score_misleading=0.00106092
12517,Clear,0,bert_multitask,score_clear=0.72093296;score_not_clear=0.27163810;score_misleading=0.00742890
12518,Not Clear,1,bert_multitask,score_clear=0.02831338;score_not_clear=0.96996057;score_misleading=0.00172607
12519,Clear,0,bert_multitask,score_clear=0.74717337;score_not_clear=0.25008330;score_misleading=0.00274338
12520,Clear,0,bert_multitask,score_clear=0.81484360;score_not_clear=0.18281731;score_misleading=0.00233908
12521,Clear,0,bert_multitask,score_clear=0.99796450;score_not_clear=0.00129546;score_misleading=0.00074004
12522,Not Clear,1,bert_multitask,score_clear=0.37415618;score_not_clear=0.62307060;score_misleading=0.00277323
12523,Not Clear,1,bert_multitask,score_clear=0.05181825;score_not_clear=0.94693893;score_misleading=0.00124287
12524,Not Clear,1,bert_multitask,score_clear=0.16381225;score_not_clear=0.83268619;score_misleading=0.00350156
12525,Clear,0,bert_multitask,score_clear=0.75212681;score_not_clear=0.24372852;score_misleading=0.00414462
12526,Clear,0,bert_multitask,score_clear=0.96938914;score_not_clear=0.02896196;score_misleading=0.00164888
12527,Clear,0,bert_multitask,score_clear=0.98639697;score_not_clear=0.01281350;score_misleading=0.00078947
12528,Clear,0,bert_multitask,score_clear=0.99596334;score_not_clear=0.00337254;score_misleading=0.00066403
12529,Clear,0,bert_multitask,score_clear=0.85255772;score_not_clear=0.14433590;score_misleading=0.00310641
12530,Clear,0,bert_multitask,score_clear=0.99568719;score_not_clear=0.00244425;score_misleading=0.00186854
12531,Clear,0,bert_multitask,score_clear=0.75927550;score_not_clear=0.23795661;score_misleading=0.00276784
12532,Not Clear,1,bert_multitask,score_clear=0.09892088;score_not_clear=0.89964235;score_misleading=0.00143679
12533,Not Clear,1,bert_multitask,score_clear=0.02098344;score_not_clear=0.97794080;score_misleading=0.00107571
12534,Clear,0,bert_multitask,score_clear=0.99523950;score_not_clear=0.00415589;score_misleading=0.00060457
12535,Not Clear,1,bert_multitask,score_clear=0.01576238;score_not_clear=0.98281902;score_misleading=0.00141856
12536,Not Clear,1,bert_multitask,score_clear=0.15117875;score_not_clear=0.84447640;score_misleading=0.00434482
12537,Clear,0,bert_multitask,score_clear=0.98528361;score_not_clear=0.01391493;score_misleading=0.00080150
12538,Clear,0,bert_multitask,score_clear=0.80175155;score_not_clear=0.19341737;score_misleading=0.00483110
12539,Clear,0,bert_multitask,score_clear=0.72123748;score_not_clear=0.27600902;score_misleading=0.00275342
12540,Clear,0,bert_multitask,score_clear=0.99239564;score_not_clear=0.00610163;score_misleading=0.00150277
12541,Clear,0,bert_multitask,score_clear=0.99711180;score_not_clear=0.00223236;score_misleading=0.00065580
12542,Clear,0,bert_multitask,score_clear=0.99855989;score_not_clear=0.00070895;score_misleading=0.00073112
12543,Clear,0,bert_multitask,score_clear=0.99687624;score_not_clear=0.00230377;score_misleading=0.00082001
12544,Clear,0,bert_multitask,score_clear=0.95380747;score_not_clear=0.04355655;score_misleading=0.00263596
12545,Not Clear,1,bert_multitask,score_clear=0.04780283;score_not_clear=0.94771123;score_misleading=0.00448590
12546,Clear,0,bert_multitask,score_clear=0.97728968;score_not_clear=0.02053461;score_misleading=0.00217566
12547,Clear,0,bert_multitask,score_clear=0.99513632;score_not_clear=0.00372313;score_misleading=0.00114046
12548,Clear,0,bert_multitask,score_clear=0.76539505;score_not_clear=0.23173758;score_misleading=0.00286734
12549,Clear,0,bert_multitask,score_clear=0.92254263;score_not_clear=0.07632481;score_misleading=0.00113267
12550,Not Clear,1,bert_multitask,score_clear=0.05594705;score_not_clear=0.94194478;score_misleading=0.00210812
12551,Clear,0,bert_multitask,score_clear=0.64018285;score_not_clear=0.35597220;score_misleading=0.00384496
12552,Clear,0,bert_multitask,score_clear=0.97053492;score_not_clear=0.02818737;score_misleading=0.00127770
12553,Clear,0,bert_multitask,score_clear=0.96585411;score_not_clear=0.03318766;score_misleading=0.00095826
12554,Not Clear,1,bert_multitask,score_clear=0.04987251;score_not_clear=0.94858754;score_misleading=0.00153999
12555,Clear,0,bert_multitask,score_clear=0.97454268;score_not_clear=0.02423263;score_misleading=0.00122470
12556,Clear,0,bert_multitask,score_clear=0.97532731;score_not_clear=0.02276874;score_misleading=0.00190394
12557,Not Clear,1,bert_multitask,score_clear=0.02198420;score_not_clear=0.97702456;score_misleading=0.00099121
12558,Clear,0,bert_multitask,score_clear=0.99726546;score_not_clear=0.00205421;score_misleading=0.00068034
12559,Not Clear,1,bert_multitask,score_clear=0.17822419;score_not_clear=0.82053369;score_misleading=0.00124215
12560,Clear,0,bert_multitask,score_clear=0.70741695;score_not_clear=0.28980917;score_misleading=0.00277392
12561,Not Clear,1,bert_multitask,score_clear=0.03717005;score_not_clear=0.96137363;score_misleading=0.00145633
12562,Not Clear,1,bert_multitask,score_clear=0.03747865;score_not_clear=0.96151435;score_misleading=0.00100695
12563,Clear,0,bert_multitask,score_clear=0.91937041;score_not_clear=0.07814782;score_misleading=0.00248175
12564,Clear,0,bert_multitask,score_clear=0.98493749;score_not_clear=0.01325886;score_misleading=0.00180371
12565,Clear,0,bert_multitask,score_clear=0.71282905;score_not_clear=0.28311896;score_misleading=0.00405202
12566,Clear,0,bert_multitask,score_clear=0.91564584;score_not_clear=0.08270045;score_misleading=0.00165367
12567,Clear,0,bert_multitask,score_clear=0.70092559;score_not_clear=0.29632789;score_misleading=0.00274648
12568,Not Clear,1,bert_multitask,score_clear=0.14063667;score_not_clear=0.85453206;score_misleading=0.00483124
12569,Not Clear,Not Clear,codex_fallback,mt_conf=0.537330<0.6;codex=Not Clear
12570,Clear,0,bert_multitask,score_clear=0.98009586;score_not_clear=0.01879101;score_misleading=0.00111313
12571,Clear,0,bert_multitask,score_clear=0.83757722;score_not_clear=0.16064550;score_misleading=0.00177731
12572,Clear,0,bert_multitask,score_clear=0.62955761;score_not_clear=0.36630189;score_misleading=0.00414055
12573,Clear,0,bert_multitask,score_clear=0.65585643;score_not_clear=0.34063604;score_misleading=0.00350749
12574,Clear,0,bert_multitask,score_clear=0.93263555;score_not_clear=0.06439210;score_misleading=0.00297238
12575,Clear,0,bert_multitask,score_clear=0.99247980;score_not_clear=0.00588973;score_misleading=0.00163045
12576,Not Clear,1,bert_multitask,score_clear=0.16970043;score_not_clear=0.82790458;score_misleading=0.00239505
12577,Clear,0,bert_multitask,score_clear=0.97599584;score_not_clear=0.02205376;score_misleading=0.00195046
12578,Not Clear,Not Clear,codex_fallback,mt_conf=0.500209<0.6;codex=Not Clear
12579,Clear,0,bert_multitask,score_clear=0.95723563;score_not_clear=0.04182444;score_misleading=0.00093993
12580,Not Clear,Not Clear,codex_fallback,mt_conf=0.589511<0.6;codex=Not Clear
12581,Clear,0,bert_multitask,score_clear=0.94039905;score_not_clear=0.05823785;score_misleading=0.00136302
12582,Clear,0,bert_multitask,score_clear=0.99560803;score_not_clear=0.00344777;score_misleading=0.00094411
12583,Clear,0,bert_multitask,score_clear=0.98745406;score_not_clear=0.01153043;score_misleading=0.00101554
12584,Clear,0,bert_multitask,score_clear=0.73169661;score_not_clear=0.26567158;score_misleading=0.00263184
12585,Clear,0,bert_multitask,score_clear=0.99700063;score_not_clear=0.00223165;score_misleading=0.00076761
12586,Clear,0,bert_multitask,score_clear=0.99644595;score_not_clear=0.00302513;score_misleading=0.00052899
12587,Clear,0,bert_multitask,score_clear=0.82374418;score_not_clear=0.17312875;score_misleading=0.00312702
12588,Clear,Clear,codex_fallback,mt_conf=0.585590<0.6;codex=Clear
12589,Not Clear,1,bert_multitask,score_clear=0.35281891;score_not_clear=0.64209169;score_misleading=0.00508939
12590,Not Clear,Not Clear,codex_fallback,mt_conf=0.503167<0.6;codex=Not Clear
12591,Clear,0,bert_multitask,score_clear=0.75671810;score_not_clear=0.24064879;score_misleading=0.00263315
12592,Not Clear,1,bert_multitask,score_clear=0.34574154;score_not_clear=0.64815432;score_misleading=0.00610419
12593,Clear,0,bert_multitask,score_clear=0.99553514;score_not_clear=0.00375819;score_misleading=0.00070674
12594,Not Clear,1,bert_multitask,score_clear=0.01405349;score_not_clear=0.98515028;score_misleading=0.00079625
12595,Clear,0,bert_multitask,score_clear=0.83697432;score_not_clear=0.15953003;score_misleading=0.00349561
12596,Clear,0,bert_multitask,score_clear=0.97288561;score_not_clear=0.02530952;score_misleading=0.00180478
12597,Not Clear,1,bert_multitask,score_clear=0.07560268;score_not_clear=0.92218310;score_misleading=0.00221420
12598,Clear,0,bert_multitask,score_clear=0.95514929;score_not_clear=0.04275327;score_misleading=0.00209749
12599,Clear,0,bert_multitask,score_clear=0.92208314;score_not_clear=0.07557800;score_misleading=0.00233895
12600,Clear,0,bert_multitask,score_clear=0.98831904;score_not_clear=0.01060716;score_misleading=0.00107379
12601,Clear,0,bert_multitask,score_clear=0.85774243;score_not_clear=0.13880192;score_misleading=0.00345565
12602,Clear,0,bert_multitask,score_clear=0.93038809;score_not_clear=0.06756475;score_misleading=0.00204717
12603,Clear,0,bert_multitask,score_clear=0.83306134;score_not_clear=0.16513288;score_misleading=0.00180571
12604,Not Clear,1,bert_multitask,score_clear=0.12764546;score_not_clear=0.87009597;score_misleading=0.00225863
12605,Clear,0,bert_multitask,score_clear=0.93633109;score_not_clear=0.05933595;score_misleading=0.00433295
12606,Not Clear,Not Clear,codex_fallback,mt_conf=0.593182<0.6;codex=Not Clear
12607,Not Clear,1,bert_multitask,score_clear=0.27633986;score_not_clear=0.72213000;score_misleading=0.00153016
12608,Not Clear,1,bert_multitask,score_clear=0.09807596;score_not_clear=0.89950228;score_misleading=0.00242180
12609,Not Clear,1,bert_multitask,score_clear=0.33699206;score_not_clear=0.66126895;score_misleading=0.00173893
12610,Clear,0,bert_multitask,score_clear=0.99747974;score_not_clear=0.00152687;score_misleading=0.00099331
12611,Clear,Clear,codex_fallback,mt_conf=0.554407<0.6;codex=Clear
12612,Clear,0,bert_multitask,score_clear=0.98664528;score_not_clear=0.01228087;score_misleading=0.00107380
12613,Clear,0,bert_multitask,score_clear=0.99272501;score_not_clear=0.00647741;score_misleading=0.00079756
12614,Clear,Clear,codex_fallback,mt_conf=0.542719<0.6;codex=Clear
12615,Clear,0,bert_multitask,score_clear=0.98881942;score_not_clear=0.00965272;score_misleading=0.00152794
12616,Not Clear,1,bert_multitask,score_clear=0.31373230;score_not_clear=0.68035764;score_misleading=0.00591005
12617,Clear,0,bert_multitask,score_clear=0.98900831;score_not_clear=0.01043231;score_misleading=0.00055943
12618,Not Clear,1,bert_multitask,score_clear=0.01813901;score_not_clear=0.98097688;score_misleading=0.00088413
12619,Clear,0,bert_multitask,score_clear=0.99767536;score_not_clear=0.00150183;score_misleading=0.00082281
12620,Clear,0,bert_multitask,score_clear=0.99320257;score_not_clear=0.00574641;score_misleading=0.00105100
12621,Clear,0,bert_multitask,score_clear=0.85964882;score_not_clear=0.13552821;score_misleading=0.00482294
12622,Clear,0,bert_multitask,score_clear=0.96254206;score_not_clear=0.03421882;score_misleading=0.00323914
12623,Not Clear,1,bert_multitask,score_clear=0.13301085;score_not_clear=0.86562300;score_misleading=0.00136618
12624,Clear,Clear,codex_fallback,mt_conf=0.569568<0.6;codex=Clear
12625,Clear,0,bert_multitask,score_clear=0.96985996;score_not_clear=0.02910065;score_misleading=0.00103934
12626,Not Clear,1,bert_multitask,score_clear=0.03274125;score_not_clear=0.96542501;score_misleading=0.00183373
12627,Clear,0,bert_multitask,score_clear=0.99126714;score_not_clear=0.00776069;score_misleading=0.00097222
12628,Clear,0,bert_multitask,score_clear=0.81682843;score_not_clear=0.18074036;score_misleading=0.00243120
12629,Not Clear,1,bert_multitask,score_clear=0.07511922;score_not_clear=0.92327142;score_misleading=0.00160938
12630,Clear,0,bert_multitask,score_clear=0.96331835;score_not_clear=0.03422581;score_misleading=0.00245590
12631,Not Clear,1,bert_multitask,score_clear=0.39644039;score_not_clear=0.60038137;score_misleading=0.00317826
12632,Clear,0,bert_multitask,score_clear=0.78128856;score_not_clear=0.21710207;score_misleading=0.00160934
12633,Clear,0,bert_multitask,score_clear=0.99568546;score_not_clear=0.00330655;score_misleading=0.00100792
12634,Clear,0,bert_multitask,score_clear=0.75829136;score_not_clear=0.23757459;score_misleading=0.00413404
12635,Not Clear,1,bert_multitask,score_clear=0.12859163;score_not_clear=0.86869872;score_misleading=0.00270971
12636,Clear,0,bert_multitask,score_clear=0.75242287;score_not_clear=0.24492748;score_misleading=0.00264970
12637,Not Clear,1,bert_multitask,score_clear=0.05436223;score_not_clear=0.94282019;score_misleading=0.00281754
12638,Clear,Clear,codex_fallback,mt_conf=0.541376<0.6;codex=Clear
12639,Clear,0,bert_multitask,score_clear=0.76949567;score_not_clear=0.22669901;score_misleading=0.00380531
12640,Not Clear,1,bert_multitask,score_clear=0.04885343;score_not_clear=0.94939601;score_misleading=0.00175054
12641,Clear,0,bert_multitask,score_clear=0.98189420;score_not_clear=0.01687248;score_misleading=0.00123334
12642,Clear,0,bert_multitask,score_clear=0.78178638;score_not_clear=0.21628343;score_misleading=0.00193016
12643,Clear,0,bert_multitask,score_clear=0.91336578;score_not_clear=0.08439217;score_misleading=0.00224211
12644,Clear,0,bert_multitask,score_clear=0.97086841;score_not_clear=0.02747237;score_misleading=0.00165919
12645,Clear,Clear,codex_fallback,mt_conf=0.562362<0.6;codex=Clear
12646,Not Clear,1,bert_multitask,score_clear=0.25970659;score_not_clear=0.73738760;score_misleading=0.00290588
12647,Clear,0,bert_multitask,score_clear=0.97884387;score_not_clear=0.01969147;score_misleading=0.00146465
12648,Clear,0,bert_multitask,score_clear=0.99909008;score_not_clear=0.00064663;score_misleading=0.00026336
12649,Clear,0,bert_multitask,score_clear=0.86135828;score_not_clear=0.13719548;score_misleading=0.00144630
12650,Clear,0,bert_multitask,score_clear=0.84006345;score_not_clear=0.15725845;score_misleading=0.00267810
12651,Clear,0,bert_multitask,score_clear=0.98450238;score_not_clear=0.01377651;score_misleading=0.00172109
12652,Clear,0,bert_multitask,score_clear=0.85042298;score_not_clear=0.14566073;score_misleading=0.00391620
12653,Clear,0,bert_multitask,score_clear=0.86957371;score_not_clear=0.12768029;score_misleading=0.00274601
12654,Clear,0,bert_multitask,score_clear=0.90264970;score_not_clear=0.09637394;score_misleading=0.00097638
12655,Not Clear,1,bert_multitask,score_clear=0.04851506;score_not_clear=0.95082307;score_misleading=0.00066190
12656,Clear,0,bert_multitask,score_clear=0.76239115;score_not_clear=0.23474346;score_misleading=0.00286538
12657,Clear,0,bert_multitask,score_clear=0.99470782;score_not_clear=0.00463681;score_misleading=0.00065543
12658,Clear,0,bert_multitask,score_clear=0.71691889;score_not_clear=0.28042614;score_misleading=0.00265491
12659,Not Clear,1,bert_multitask,score_clear=0.09550287;score_not_clear=0.90273225;score_misleading=0.00176484
12660,Clear,0,bert_multitask,score_clear=0.97244102;score_not_clear=0.02697526;score_misleading=0.00058365
12661,Not Clear,1,bert_multitask,score_clear=0.13346471;score_not_clear=0.86566341;score_misleading=0.00087188
12662,Not Clear,1,bert_multitask,score_clear=0.34994781;score_not_clear=0.64771527;score_misleading=0.00233691
12663,Clear,0,bert_multitask,score_clear=0.90591979;score_not_clear=0.09307163;score_misleading=0.00100853
12664,Not Clear,1,bert_multitask,score_clear=0.00986410;score_not_clear=0.98935497;score_misleading=0.00078101
12665,Not Clear,Not Clear,codex_fallback,mt_conf=0.536263<0.6;codex=Not Clear
12666,Clear,0,bert_multitask,score_clear=0.85763532;score_not_clear=0.13313678;score_misleading=0.00922789
12667,Clear,0,bert_multitask,score_clear=0.96007496;score_not_clear=0.03762928;score_misleading=0.00229573
12668,Clear,0,bert_multitask,score_clear=0.79269636;score_not_clear=0.20266765;score_misleading=0.00463602
12669,Not Clear,1,bert_multitask,score_clear=0.02697239;score_not_clear=0.97159922;score_misleading=0.00142835
12670,Clear,0,bert_multitask,score_clear=0.88041294;score_not_clear=0.11743429;score_misleading=0.00215277
12671,Clear,0,bert_multitask,score_clear=0.96798462;score_not_clear=0.03056950;score_misleading=0.00144583
12672,Not Clear,Not Clear,codex_fallback,mt_conf=0.519231<0.6;codex=Not Clear
12673,Clear,0,bert_multitask,score_clear=0.98794156;score_not_clear=0.01076659;score_misleading=0.00129181
12674,Clear,0,bert_multitask,score_clear=0.92476314;score_not_clear=0.07319076;score_misleading=0.00204604
12675,Clear,0,bert_multitask,score_clear=0.80481744;score_not_clear=0.19379371;score_misleading=0.00138883
12676,Clear,0,bert_multitask,score_clear=0.98986346;score_not_clear=0.00877635;score_misleading=0.00136021
12677,Clear,0,bert_multitask,score_clear=0.99875796;score_not_clear=0.00056609;score_misleading=0.00067594
12678,Clear,0,bert_multitask,score_clear=0.93730229;score_not_clear=0.06013135;score_misleading=0.00256635
12679,Clear,0,bert_multitask,score_clear=0.99863499;score_not_clear=0.00077744;score_misleading=0.00058748
12680,Clear,0,bert_multitask,score_clear=0.97874385;score_not_clear=0.01956888;score_misleading=0.00168723
12681,Clear,0,bert_multitask,score_clear=0.84314179;score_not_clear=0.15460926;score_misleading=0.00224889
12682,Clear,0,bert_multitask,score_clear=0.98937023;score_not_clear=0.00882646;score_misleading=0.00180336
12683,Clear,0,bert_multitask,score_clear=0.96818876;score_not_clear=0.02927246;score_misleading=0.00253883
12684,Clear,0,bert_multitask,score_clear=0.95011294;score_not_clear=0.04815399;score_misleading=0.00173299
12685,Clear,0,bert_multitask,score_clear=0.98560899;score_not_clear=0.01372570;score_misleading=0.00066530
12686,Not Clear,Not Clear,codex_fallback,mt_conf=0.569860<0.6;codex=Not Clear
12687,Clear,0,bert_multitask,score_clear=0.97526622;score_not_clear=0.02298968;score_misleading=0.00174418
12688,Clear,0,bert_multitask,score_clear=0.96968979;score_not_clear=0.02832696;score_misleading=0.00198328
12689,Not Clear,1,bert_multitask,score_clear=0.07261153;score_not_clear=0.92372012;score_misleading=0.00366838
12690,Clear,0,bert_multitask,score_clear=0.84435809;score_not_clear=0.15374784;score_misleading=0.00189413
12691,Clear,0,bert_multitask,score_clear=0.75587606;score_not_clear=0.24229996;score_misleading=0.00182399
12692,Clear,0,bert_multitask,score_clear=0.76780075;score_not_clear=0.23005447;score_misleading=0.00214484
12693,Clear,0,bert_multitask,score_clear=0.99619031;score_not_clear=0.00289773;score_misleading=0.00091194
12694,Not Clear,1,bert_multitask,score_clear=0.32662067;score_not_clear=0.67120045;score_misleading=0.00217890
12695,Clear,0,bert_multitask,score_clear=0.81920552;score_not_clear=0.17924888;score_misleading=0.00154557
12696,Clear,0,bert_multitask,score_clear=0.73853874;score_not_clear=0.25977010;score_misleading=0.00169121
12697,Not Clear,Not Clear,codex_fallback,mt_conf=0.572755<0.6;codex=Not Clear
12698,Clear,0,bert_multitask,score_clear=0.93252581;score_not_clear=0.06582860;score_misleading=0.00164556
12699,Clear,0,bert_multitask,score_clear=0.98549265;score_not_clear=0.01334368;score_misleading=0.00116365
12700,Clear,0,bert_multitask,score_clear=0.61758864;score_not_clear=0.37942854;score_misleading=0.00298282
12701,Clear,0,bert_multitask,score_clear=0.81024396;score_not_clear=0.18762721;score_misleading=0.00212885
12702,Clear,0,bert_multitask,score_clear=0.96128619;score_not_clear=0.03603596;score_misleading=0.00267789
12703,Clear,0,bert_multitask,score_clear=0.93773556;score_not_clear=0.06072248;score_misleading=0.00154198
12704,Clear,0,bert_multitask,score_clear=0.93309790;score_not_clear=0.06502686;score_misleading=0.00187524
12705,Clear,0,bert_multitask,score_clear=0.95557362;score_not_clear=0.04221024;score_misleading=0.00221615
12706,Clear,0,bert_multitask,score_clear=0.98302311;score_not_clear=0.01611227;score_misleading=0.00086458
12707,Clear,0,bert_multitask,score_clear=0.84882921;score_not_clear=0.14837068;score_misleading=0.00280007
12708,Clear,0,bert_multitask,score_clear=0.83307028;score_not_clear=0.16438167;score_misleading=0.00254810
12709,Not Clear,Not Clear,codex_fallback,mt_conf=0.510900<0.6;codex=Not Clear
12710,Clear,0,bert_multitask,score_clear=0.80296695;score_not_clear=0.19546327;score_misleading=0.00156977
12711,Clear,0,bert_multitask,score_clear=0.91852343;score_not_clear=0.08012401;score_misleading=0.00135259
12712,Clear,0,bert_multitask,score_clear=0.99702966;score_not_clear=0.00228210;score_misleading=0.00068815
12713,Clear,0,bert_multitask,score_clear=0.62470198;score_not_clear=0.36990565;score_misleading=0.00539243
12714,Clear,0,bert_multitask,score_clear=0.65807569;score_not_clear=0.33791116;score_misleading=0.00401315
12715,Clear,Clear,codex_fallback,mt_conf=0.554124<0.6;codex=Clear
12716,Not Clear,1,bert_multitask,score_clear=0.05292728;score_not_clear=0.94578373;score_misleading=0.00128894
12717,Clear,0,bert_multitask,score_clear=0.99812597;score_not_clear=0.00121041;score_misleading=0.00066354
12718,Clear,0,bert_multitask,score_clear=0.99764937;score_not_clear=0.00190471;score_misleading=0.00044590
12719,Clear,0,bert_multitask,score_clear=0.99172080;score_not_clear=0.00758693;score_misleading=0.00069228
12720,Clear,0,bert_multitask,score_clear=0.98016101;score_not_clear=0.01888468;score_misleading=0.00095426
12721,Clear,0,bert_multitask,score_clear=0.99886525;score_not_clear=0.00049012;score_misleading=0.00064463
12722,Clear,0,bert_multitask,score_clear=0.99775356;score_not_clear=0.00181800;score_misleading=0.00042841
12723,Not Clear,1,bert_multitask,score_clear=0.29904404;score_not_clear=0.69814718;score_misleading=0.00280878
12724,Clear,0,bert_multitask,score_clear=0.84116381;score_not_clear=0.15506028;score_misleading=0.00377598
12725,Clear,0,bert_multitask,score_clear=0.99836630;score_not_clear=0.00105100;score_misleading=0.00058269
12726,Clear,0,bert_multitask,score_clear=0.67348421;score_not_clear=0.32487974;score_misleading=0.00163609
12727,Not Clear,1,bert_multitask,score_clear=0.06137756;score_not_clear=0.93748748;score_misleading=0.00113493
12728,Clear,0,bert_multitask,score_clear=0.60757989;score_not_clear=0.38917214;score_misleading=0.00324792
12729,Clear,0,bert_multitask,score_clear=0.79946244;score_not_clear=0.19878648;score_misleading=0.00175112
12730,Clear,Clear,codex_fallback,mt_conf=0.562410<0.6;codex=Clear
12731,Clear,0,bert_multitask,score_clear=0.94518822;score_not_clear=0.05371054;score_misleading=0.00110119
12732,Not Clear,1,bert_multitask,score_clear=0.08266369;score_not_clear=0.91577560;score_misleading=0.00156073
12733,Clear,0,bert_multitask,score_clear=0.85491568;score_not_clear=0.14162086;score_misleading=0.00346349
12734,Clear,0,bert_multitask,score_clear=0.97858912;score_not_clear=0.02044550;score_misleading=0.00096533
12735,Clear,0,bert_multitask,score_clear=0.91450131;score_not_clear=0.08428572;score_misleading=0.00121292
12736,Clear,0,bert_multitask,score_clear=0.99263024;score_not_clear=0.00666214;score_misleading=0.00070758
12737,Clear,0,bert_multitask,score_clear=0.89532322;score_not_clear=0.10033469;score_misleading=0.00434212
12738,Clear,Clear,codex_fallback,mt_conf=0.597363<0.6;codex=Clear
12739,Clear,0,bert_multitask,score_clear=0.82445234;score_not_clear=0.17073411;score_misleading=0.00481361
12740,Clear,0,bert_multitask,score_clear=0.99569547;score_not_clear=0.00352698;score_misleading=0.00077758
12741,Clear,0,bert_multitask,score_clear=0.92063493;score_not_clear=0.07585731;score_misleading=0.00350775
12742,Not Clear,1,bert_multitask,score_clear=0.07439495;score_not_clear=0.92437726;score_misleading=0.00122775
12743,Not Clear,1,bert_multitask,score_clear=0.35036540;score_not_clear=0.64599133;score_misleading=0.00364331
12744,Clear,0,bert_multitask,score_clear=0.83576488;score_not_clear=0.16274105;score_misleading=0.00149403
12745,Clear,0,bert_multitask,score_clear=0.70312333;score_not_clear=0.29309911;score_misleading=0.00377758
12746,Clear,0,bert_multitask,score_clear=0.99348891;score_not_clear=0.00519434;score_misleading=0.00131675
12747,Clear,0,bert_multitask,score_clear=0.99647045;score_not_clear=0.00232361;score_misleading=0.00120595
12748,Clear,0,bert_multitask,score_clear=0.91253781;score_not_clear=0.08602920;score_misleading=0.00143302
12749,Clear,0,bert_multitask,score_clear=0.89657158;score_not_clear=0.10122550;score_misleading=0.00220290
12750,Clear,0,bert_multitask,score_clear=0.77395886;score_not_clear=0.22389527;score_misleading=0.00214585
12751,Clear,0,bert_multitask,score_clear=0.99789917;score_not_clear=0.00143708;score_misleading=0.00066379
12752,Clear,0,bert_multitask,score_clear=0.96008992;score_not_clear=0.03799922;score_misleading=0.00191090
12753,Not Clear,1,bert_multitask,score_clear=0.05491343;score_not_clear=0.94338143;score_misleading=0.00170510
12754,Clear,0,bert_multitask,score_clear=0.88537824;score_not_clear=0.11264213;score_misleading=0.00197961
12755,Clear,0,bert_multitask,score_clear=0.96446115;score_not_clear=0.03385176;score_misleading=0.00168716
12756,Clear,Clear,codex_fallback,mt_conf=0.564551<0.6;codex=Clear
12757,Not Clear,1,bert_multitask,score_clear=0.06318644;score_not_clear=0.93409508;score_misleading=0.00271852
12758,Clear,0,bert_multitask,score_clear=0.71367323;score_not_clear=0.28390703;score_misleading=0.00241975
